pid,GN,Description,sig126,sig127N,sig127C,sig128N,sig128C,sig129N,sig129C,sig130N,sig130C,sig131N,sig131C
D3YX09,Aamdc,Mth938 domain-containing protein OS=Mus musculus OX=10090 GN=Aamdc PE=1 SV=1,84249.92339,115282.31,58379.98916,74525.83103,86372.7329,88859.17024,57370.00062,74811.55664,86281.19381,96006.36882,70546.18701
J3QN89,Aamp,Angio-associated migratory protein OS=Mus musculus OX=10090 GN=Aamp PE=1 SV=1,112523.466,102851.6725,110751.2024,133134.3161,116405.0574,126453.7374,97377.12176,121493.0105,98199.56998,127168.8613,116603.2683
Q9D2V5,Aar2,Protein AAR2 homolog OS=Mus musculus OX=10090 GN=Aar2 PE=1 SV=3,36474.67471,52248.25728,36338.86918,36469.07547,39256.46505,37482.55132,34980.11259,39944.51119,34627.84154,38819.70938,35889.53475
Q3TZ32,Aars,Alanine--tRNA ligase OS=Mus musculus OX=10090 GN=Aars PE=2 SV=1,1172094.113,1124614.456,1090881.973,1149458.756,1175458.829,1078121.056,1124309.875,1134604.74,1054548.17,997261.818,1074738.679
Q6XMP4,Aars,Alanine--tRNA ligase OS=Mus musculus OX=10090 GN=Aars PE=2 SV=1,1238905.257,1186152.137,1148177.081,1215205.333,1233193.589,1138939.839,1182807.388,1197154.98,1094903.124,1048069.99,1126686.974
Q14CH7,Aars2,"Alanine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Aars2 PE=1 SV=1",47953.61972,54542.48227,55606.89566,53124.46631,43252.54691,53988.4159,53747.16067,51771.51457,46988.26235,52682.85842,54378.05932
Q3THG9,Aarsd1,Alanyl-tRNA editing protein Aarsd1 OS=Mus musculus OX=10090 GN=Aarsd1 PE=1 SV=2,346973.1296,292326.8749,372080.9479,365373.5317,366488.4463,314244.6951,371431.6199,378182.9429,349417.5805,308867.9545,359084.5008
Q9CQF6,Aasdhppt,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Mus musculus OX=10090 GN=Aasdhppt PE=1 SV=1,28229.01267,27986.47027,29381.58577,27557.6962,29247.18002,28125.34477,26524.19378,31205.03751,37288.19812,27052.02117,29263.08182
Q99K67,Aass,"Alpha-aminoadipic semialdehyde synthase, mitochondrial OS=Mus musculus OX=10090 GN=Aass PE=1 SV=1",148822.7908,141694.8473,170999.677,163146.7202,140904.1898,155701.8354,165527.6452,164520.5118,140446.6371,157744.7071,161297.22
Q9JKX4,Aatf,Protein AATF OS=Mus musculus OX=10090 GN=Aatf PE=1 SV=1,12105.56573,12251.4857,12775.58411,8121.259011,11490.89734,9589.845466,14165.57827,6551.395076,5286.385588,12463.48466,12219.76496
Q80YE4,Aatk,Serine/threonine-protein kinase LMTK1 OS=Mus musculus OX=10090 GN=Aatk PE=1 SV=1,99093.35389,113553.6954,118543.8238,110758.0141,99162.36279,114487.1308,125478.2472,112805.9188,95192.79809,111843.9457,116886.4144
P61922,Abat,"4-aminobutyrate aminotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Abat PE=1 SV=1",2018640.657,1638031.038,2174693.462,2433254.35,2293091.097,1944918.437,2046533.707,2173839.339,2425814.985,2036107.283,2277630.621
P41233,Abca1,Phospholipid-transporting ATPase ABCA1 OS=Mus musculus OX=10090 GN=Abca1 PE=1 SV=4,52213.92955,49775.84114,60792.70416,51632.53888,54965.78362,51904.92955,57343.8053,57162.88047,54857.42588,51531.03989,57401.48198
Q8CJA1,Abca12,Abca12 (Fragment) OS=Mus musculus OX=10090 GN=Abca12 PE=2 SV=1,20653.56239,19121.95152,31240.90122,29537.43222,22372.53513,28054.51979,26932.24476,27194.14603,14669.70456,29799.7181,29571.4716
Q6XBG3,Abca14,ATP-binding cassette transporter sub-family A member 14 OS=Mus musculus OX=10090 GN=Abca14 PE=2 SV=1,83014.89842,65445.76896,73676.81618,76984.51883,81562.28358,77419.17097,93567.36324,81807.29146,88434.45485,80103.63871,85440.94139
E9PX95,Abca17,ATP-binding cassette sub-family A member 17 OS=Mus musculus OX=10090 GN=Abca17 PE=1 SV=1,24352.49494,22954.00942,22118.6952,19341.97819,26996.77636,23270.46492,27870.58039,24263.18587,31800.90599,22902.07166,27512.95198
P41234,Abca2,ATP-binding cassette sub-family A member 2 OS=Mus musculus OX=10090 GN=Abca2 PE=1 SV=4,230855.5702,192432.7814,193031.2253,199827.847,235014.1668,193524.1814,190403.2697,201301.4926,223440.4459,182476.8094,198001.8044
A2AJ26,Abca2,ATP-binding cassette sub-family A member 2 OS=Mus musculus OX=10090 GN=Abca2 PE=1 SV=1,231456.409,192133.4942,193409.6685,199255.1818,234162.1851,192918.0156,190819.556,200423.944,226630.5526,181967.1107,197496.2253
Q8R420,Abca3,Phospholipid-transporting ATPase ABCA3 OS=Mus musculus OX=10090 GN=Abca3 PE=1 SV=3,178810.5006,178908.5976,167791.0701,169505.4904,180972.4598,182249.0091,181928.0653,174558.1354,197954.9408,175568.7922,186636.2061
Q8K448,Abca5,Cholesterol transporter ABCA5 OS=Mus musculus OX=10090 GN=Abca5 PE=1 SV=2,137022.8901,130334.7249,195517.9155,160735.7184,129201.0717,142616.2461,191857.7517,160302.0843,131770.5663,137695.5414,156476.0771
Q8K441,Abca6,ATP-binding cassette sub-family A member 6 OS=Mus musculus OX=10090 GN=Abca6 PE=1 SV=2,34480.70984,37150.34651,29943.85669,28579.13308,34412.33268,26984.18217,33702.10185,35499.88308,39417.02479,31531.89336,33006.24462
Q91V24,Abca7,ATP-binding cassette sub-family A member 7 OS=Mus musculus OX=10090 GN=Abca7 PE=1 SV=1,89766.06174,107461.2369,111698.842,100534.3899,95529.51304,97848.18402,104546.8545,100774.7202,97105.19939,104223.3143,101302.7388
Q8K442,Abca8a,ABC-type organic anion transporter ABCA8A OS=Mus musculus OX=10090 GN=Abca8a PE=1 SV=2,15456.66043,23653.92018,17612.02705,18826.69491,18792.29797,18351.91426,15461.23779,15172.99892,15702.15132,20340.52597,16550.28084
Q8K440,Abca8b,ABC-type organic anion transporter ABCA8B OS=Mus musculus OX=10090 GN=Abca8b PE=1 SV=2,29109.95817,26493.63017,29327.75289,29768.82651,28197.74786,29805.33946,25492.54452,25253.76122,31832.0758,28751.9531,28313.99762
Q8K449,Abca9,ATP-binding cassette sub-family A member 9 OS=Mus musculus OX=10090 GN=Abca9 PE=1 SV=2,37228.87481,36949.78598,38991.87452,35689.04279,37884.19675,35081.57822,41905.3538,37221.26162,33004.05161,37251.23215,36541.12594
Q9JI39,Abcb10,"ATP-binding cassette sub-family B member 10, mitochondrial OS=Mus musculus OX=10090 GN=Abcb10 PE=1 SV=1",130980.7636,127375.1962,100438.9098,117906.7658,130064.4235,130214.7564,103847.5071,117594.966,130368.6871,130320.3315,121075.7313
Q9QY30,Abcb11,Bile salt export pump OS=Mus musculus OX=10090 GN=Abcb11 PE=1 SV=2,33857.7773,35440.8313,46566.62568,28609.40682,31160.35189,35469.03049,43319.77714,29782.37417,24165.63153,32526.80381,36470.44704
P21447,Abcb1a,ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1a PE=1 SV=3,221970.3241,227185.0226,288492.8887,191163.2648,211066.3043,223124.4325,277656.4434,187500.7407,208410.8514,221147.922,224269.2395
P06795,Abcb1b,ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1b PE=1 SV=1,179720.7519,185998.7838,223721.9321,156529.0275,170049.8578,173717.6526,208707.3049,151845.2482,169545.0882,178504.9331,186605.2748
P21440,Abcb4,Phosphatidylcholine translocator ABCB4 OS=Mus musculus OX=10090 GN=Abcb4 PE=1 SV=2,196702.9151,173522.074,238418.4549,157126.6842,187334.15,176775.2292,234596.2465,156749.3768,208728.8986,177920.5389,193045.4984
Q9DC29,Abcb6,ATP-binding cassette sub-family B member 6 OS=Mus musculus OX=10090 GN=Abcb6 PE=1 SV=1,40684.86987,40219.13063,43743.46306,46070.20745,45766.64949,48729.39156,41265.57449,42652.62845,46864.93298,46230.06971,42707.68728
Q61102,Abcb7,"Iron-sulfur clusters transporter ABCB7, mitochondrial OS=Mus musculus OX=10090 GN=Abcb7 PE=1 SV=3",243050.8965,264865.8677,265042.6264,235403.1938,266214.1112,268450.9681,262086.9902,244697.8896,275057.2443,267963.5706,269734.375
Q9CXJ4,Abcb8,Mitochondrial potassium channel ATP-binding subunit OS=Mus musculus OX=10090 GN=Abcb8 PE=1 SV=1,311290.4357,299901.9336,327015.0519,319354.7622,321445.0769,324250.3545,309813.927,300643.1937,316214.3484,312399.0221,317253.3017
Q9JJ59,Abcb9,ABC-type oligopeptide transporter ABCB9 OS=Mus musculus OX=10090 GN=Abcb9 PE=2 SV=1,226463.8457,119539.0246,135699.3047,132284.7278,224136.3407,121171.2349,146526.5593,137892.6206,236828.2282,115931.907,152536.5027
O35379,Abcc1,Multidrug resistance-associated protein 1 OS=Mus musculus OX=10090 GN=Abcc1 PE=1 SV=1,75588.56276,62986.88394,68999.12434,59950.44457,66574.64614,66182.81636,55903.56322,63183.17271,66811.61378,59575.86161,66492.60724
Q8VI47,Abcc2,ATP-binding cassette sub-family C member 2 OS=Mus musculus OX=10090 GN=Abcc2 PE=1 SV=2,34900.59864,15676.86668,28148.89715,41208.14268,38260.40489,31042.04901,31858.78262,42618.97053,34213.42566,34270.81226,43035.70904
E9Q236,Abcc4,ATP-binding cassette sub-family C member 4 OS=Mus musculus OX=10090 GN=Abcc4 PE=1 SV=1,91073.16619,90490.47937,89135.47365,82057.20933,87270.16058,92955.30389,91251.13709,88247.49253,74552.57231,86519.16145,85403.15739
Q9R1X5,Abcc5,Multidrug resistance-associated protein 5 OS=Mus musculus OX=10090 GN=Abcc5 PE=1 SV=2,8818.410772,9186.916344,9998.498318,10028.89202,9317.837776,8167.65704,10925.18214,15429.90327,8835.704406,11083.06238,7266.290224
B2RUS7,Abcc8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8 OS=Mus musculus OX=10090 GN=Abcc8 PE=1 SV=1",178936.0623,160418.7034,198641.5583,173945.0957,176841.4167,163544.7272,203822.9612,175613.4057,200670.7855,160426.2671,169475.0722
A0A1B0GT25,Abcc8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8 (Fragment) OS=Mus musculus OX=10090 GN=Abcc8 PE=1 SV=1",156762.8836,139115.1498,174172.4665,156055.3906,155964.9967,144111.467,175980.3254,154752.1339,176536.9956,141279.8562,148012.2869
P48410,Abcd1,ATP-binding cassette sub-family D member 1 OS=Mus musculus OX=10090 GN=Abcd1 PE=1 SV=1,38141.47457,32217.72802,24040.04773,22261.49371,37110.783,26385.82851,23014.46009,26492.12061,29067.97219,29056.906,25585.98274
Q61285,Abcd2,ATP-binding cassette sub-family D member 2 OS=Mus musculus OX=10090 GN=Abcd2 PE=1 SV=1,58466.06507,62190.30334,70978.59784,62217.94041,55326.39903,54951.30326,67194.2839,59432.56585,50980.73518,59105.23918,60944.8729
A0A0R4J0U5,Abcd2,ATP-binding cassette sub-family D member 2 OS=Mus musculus OX=10090 GN=Abcd2 PE=1 SV=1,87895.50997,93494.37866,106706.344,93535.92712,83175.46344,82611.55967,101017.16,89348.50803,76642.36873,88856.41838,91622.04908
P55096,Abcd3,ATP-binding cassette sub-family D member 3 OS=Mus musculus OX=10090 GN=Abcd3 PE=1 SV=2,234821.3149,232341.0059,228160.8347,202863.7686,216360.4689,249735.1746,232344.7594,237249.8674,200750.678,252037.7414,222884.1465
Q91VT3,Abcd3,"ATP-binding cassette, sub-family D (ALD), member 3 OS=Mus musculus OX=10090 GN=Abcd3 PE=2 SV=1",234821.3149,232341.0059,228160.8347,202863.7686,216360.4689,249735.1746,232344.7594,237249.8674,200750.678,252037.7414,222884.1465
O89016,Abcd4,Lysosomal cobalamin transporter ABCD4 OS=Mus musculus OX=10090 GN=Abcd4 PE=1 SV=2,50490.67951,44678.61836,40063.49024,37990.10113,49896.89405,44668.87999,35082.69453,46151.58985,60858.39182,45870.16136,43288.8103
P61222,Abce1,ATP-binding cassette sub-family E member 1 OS=Mus musculus OX=10090 GN=Abce1 PE=1 SV=1,540209.6514,576973.5907,511365.1059,594678.9061,539168.1573,600130.3377,533496.9893,561223.9708,523824.9652,601352.9552,557419.7971
Q6P542,Abcf1,ATP-binding cassette sub-family F member 1 OS=Mus musculus OX=10090 GN=Abcf1 PE=1 SV=1,199848.3269,197506.3704,198654.7463,202226.7722,200944.5709,207464.3437,197391.2525,208485.76,176746.1011,212009.6883,207471.1308
Q99LE6,Abcf2,ATP-binding cassette sub-family F member 2 OS=Mus musculus OX=10090 GN=Abcf2 PE=1 SV=1,213637.8877,208650.5642,213176.0558,193020.9767,193276.7835,197101.6077,214640.559,207643.0028,190659.2646,200892.4236,202024.193
Q8K268,Abcf3,ATP-binding cassette sub-family F member 3 OS=Mus musculus OX=10090 GN=Abcf3 PE=1 SV=1,173347.3935,169373.2175,161301.7937,164192.9704,159331.3756,160593.0782,171150.5197,189162.2496,135843.8157,150011.2682,160793.9089
Q64343,Abcg1,ATP-binding cassette sub-family G member 1 OS=Mus musculus OX=10090 GN=Abcg1 PE=1 SV=1,46816.82637,37829.08008,37695.46859,38745.57663,49370.06009,39462.32508,38883.97512,39484.00832,51486.11679,35887.57773,40871.44501
Q7TMS5,Abcg2,Broad substrate specificity ATP-binding cassette transporter ABCG2 OS=Mus musculus OX=10090 GN=Abcg2 PE=1 SV=1,120912.0962,118453.6909,109815.8835,59963.99554,118556.6613,121624.1786,110946.3784,64507.22484,109214.8526,104494.8061,100742.7633
Q3U009,Abcg4,ABC transporter domain-containing protein OS=Mus musculus OX=10090 GN=Abcg4 PE=2 SV=1,15988.79918,14661.97762,16046.15567,14965.20777,18728.46796,15762.85872,16834.66335,16364.07484,24245.53803,13221.11687,14517.1814
Q9QZC8,Abhd1,Protein ABHD1 OS=Mus musculus OX=10090 GN=Abhd1 PE=1 SV=2,11382.6328,15673.25745,13641.10623,11237.07438,12728.34908,10826.65039,12734.97609,11313.38878,6023.562461,5822.286408,10713.628
Q6PE15,Abhd10,"Palmitoyl-protein thioesterase ABHD10, mitochondrial OS=Mus musculus OX=10090 GN=Abhd10 PE=1 SV=1",254221.4713,255330.1442,246703.4436,283622.9494,243111.6504,256292.5491,243182.3273,253219.9997,219902.3909,236074.473,238721.6212
Q8K4F5,Abhd11,Protein ABHD11 OS=Mus musculus OX=10090 GN=Abhd11 PE=1 SV=1,239880.3634,213341.9178,303873.5981,284698.4642,229584.7505,250154.4604,298798.1998,271344.9983,254941.4677,254744.7888,274028.8242
Q99LR1,Abhd12,Lysophosphatidylserine lipase ABHD12 OS=Mus musculus OX=10090 GN=Abhd12 PE=1 SV=2,201484.6903,209988.0713,221169.2259,200649.6832,189810.7474,183322.5117,215426.8123,192094.2347,187876.7442,192575.5364,190042.1802
Q8VCR7,Abhd14b,Protein ABHD14B OS=Mus musculus OX=10090 GN=Abhd14b PE=1 SV=1,130727.4898,129791.4328,112816.8411,126504.8352,137828.6623,132367.1587,113755.4169,121406.5756,160062.2988,130676.4702,121678.6399
Q9Z1Q2,Abhd16a,Phosphatidylserine lipase ABHD16A OS=Mus musculus OX=10090 GN=Abhd16a PE=1 SV=3,433281.1051,432235.5374,493457.6809,478399.6692,432062.6858,424647.1787,469676.4125,461349.0998,465029.2125,423333.8601,441125.3569
Q99JW1,Abhd17a,Alpha/beta hydrolase domain-containing protein 17A OS=Mus musculus OX=10090 GN=Abhd17a PE=1 SV=1,45212.87722,61219.9674,50471.93302,36640.02254,45436.25638,52838.85495,37385.97809,46728.84594,52067.68296,51830.9809,44640.62538
Q7M759,Abhd17b,Alpha/beta hydrolase domain-containing protein 17B OS=Mus musculus OX=10090 GN=Abhd17b PE=1 SV=1,212135.2904,203572.4672,147721.3082,180347.6784,223068.173,196624.5757,171620.0686,190268.4736,244579.6704,200800.507,183978.4162
Q8VCV1,Abhd17c,Alpha/beta hydrolase domain-containing protein 17C OS=Mus musculus OX=10090 GN=Abhd17c PE=1 SV=2,21031.26086,25803.1897,22777.42805,18761.40675,21821.60909,25757.30671,19387.93629,21912.46548,25062.41312,23426.62616,20996.28769
Q91ZH7,Abhd3,Phospholipase ABHD3 OS=Mus musculus OX=10090 GN=Abhd3 PE=1 SV=1,128556.5127,171693.2233,161158.3755,179240.9922,127025.0274,159844.6835,155878.2773,152312.3825,134952.4624,156689.4643,151074.5102
Q8VD66,Abhd4,(Lyso)-N-acylphosphatidylethanolamine lipase OS=Mus musculus OX=10090 GN=Abhd4 PE=1 SV=1,243160.8189,184556.7866,187580.0907,218499.6371,248007.3865,197500.3181,185507.3947,194118.2622,266230.0706,193512.3598,199287.0416
Q9DBL9,Abhd5,1-acylglycerol-3-phosphate O-acyltransferase ABHD5 OS=Mus musculus OX=10090 GN=Abhd5 PE=1 SV=1,21254.41741,17907.85996,15949.23372,15310.93899,22028.43694,17877.34836,14070.6888,17060.79673,29150.02413,14835.63886,15680.45384
Q8R2Y0,Abhd6,Monoacylglycerol lipase ABHD6 OS=Mus musculus OX=10090 GN=Abhd6 PE=1 SV=1,267377.4984,323199.7489,346183.9014,311805.1636,275275.7764,334807.8817,334676.2455,316594.1728,291913.739,339607.772,323972.9099
Q8CBW3,Abi1,Abl interactor 1 OS=Mus musculus OX=10090 GN=Abi1 PE=1 SV=3,849032.6975,1071365.051,827895.443,786114.435,874949.478,940243.2408,864861.8923,797027.1034,762546.5211,1006188.209,883093.6558
Q3TPY5,Abi1,Uncharacterized protein OS=Mus musculus OX=10090 GN=Abi1 PE=2 SV=1,907761.7651,1141364.137,902129.3872,854302.4973,936677.7397,1013710.621,940218.126,865289.8852,839560.8516,1082154.902,960968.3856
P62484,Abi2,Abl interactor 2 OS=Mus musculus OX=10090 GN=Abi2 PE=1 SV=1,387875.4914,402645.65,396321.192,418786.1181,372216.6445,396157.105,405014.3766,397899.413,320719.1096,408705.3931,394368.4453
A0A087WR90,Abi2,Abl interactor 2 (Fragment) OS=Mus musculus OX=10090 GN=Abi2 PE=1 SV=6,268815.1812,253163.3253,264936.4272,283581.5774,247356.2805,257422.7091,276803.4923,268297.9016,197568.6088,266327.4551,258018.7937
P00520,Abl1,Tyrosine-protein kinase ABL1 OS=Mus musculus OX=10090 GN=Abl1 PE=1 SV=3,100069.7651,104043.1383,92698.6371,96094.42937,99972.2401,98468.65259,89494.79767,97579.58217,80716.13412,102800.0416,93252.63472
Q4JIM5,Abl2,Tyrosine-protein kinase ABL2 OS=Mus musculus OX=10090 GN=Abl2 PE=1 SV=1,241589.0335,272571.7299,233199.578,205679.3662,220020.1308,268088.695,221874.3379,224240.6723,191343.7349,276993.1294,227524.5632
Q8K4G5,Ablim1,Actin-binding LIM protein 1 OS=Mus musculus OX=10090 GN=Ablim1 PE=1 SV=1,440899.8994,268778.4179,364151.6044,255822.5255,448827.1387,278107.3477,349118.2189,256119.2664,448972.6057,294378.2228,326614.1795
E9Q9C1,Ablim1,Actin-binding LIM protein 1 OS=Mus musculus OX=10090 GN=Ablim1 PE=1 SV=1,435129.9636,270141.6279,364287.5842,257709.0309,444476.0992,279471.0901,349649.4804,257749.9267,443422.0555,296233.9083,327769.8373
E9Q030,Ablim1,Actin-binding LIM protein 1 OS=Mus musculus OX=10090 GN=Ablim1 PE=1 SV=1,186948.1427,109347.0073,155348.2073,100033.3688,183680.5529,112976.6984,145452.3176,98197.49487,176918.4514,118306.5416,132849.2452
Q8BL65,Ablim2,Actin-binding LIM protein 2 OS=Mus musculus OX=10090 GN=Ablim2 PE=1 SV=1,501293.325,391960.8247,595993.1153,295326.3183,488017.2614,426258.8546,572686.7571,287287.4544,471425.7296,421800.3541,434891.2918
E9Q0W6,Ablim2,Actin-binding LIM protein 2 OS=Mus musculus OX=10090 GN=Ablim2 PE=1 SV=1,498284.1142,432190.4299,574173.6304,277990.106,494632.4627,429927.3055,579424.6915,281153.0665,488884.486,422955.8064,415697.896
Q8BKD1,Ablim2,AbLIM_anchor domain-containing protein (Fragment) OS=Mus musculus OX=10090 GN=Ablim2 PE=2 SV=1,188539.7216,121466.3193,218274.983,101638.5053,180738.7724,140919.9039,203371.9167,105977.2655,141691.1727,141324.5964,153291.6419
Q69ZX8,Ablim3,Actin-binding LIM protein 3 OS=Mus musculus OX=10090 GN=Ablim3 PE=1 SV=2,481682.9025,414268.8554,654823.0387,314952.833,448348.5618,384407.2446,656109.3412,321449.3611,330490.4957,452108.182,445355.783
Q5SSL4,Abr,Active breakpoint cluster region-related protein OS=Mus musculus OX=10090 GN=Abr PE=1 SV=1,1154620.354,1315862.749,1205654.622,1166950.85,1167469.543,1237144.564,1181176.353,1214977.417,1179083.838,1241005.109,1233310.711
Q4KML4,Abracl,Costars family protein ABRACL OS=Mus musculus OX=10090 GN=Abracl PE=1 SV=1,96072.70039,89374.88034,146488.3779,139416.7223,123825.4369,147851.6029,102742.7215,80670.78894,162586.4649,146227.4078,141440.8421
Q3TCJ1,Abraxas2,BRISC complex subunit Abraxas 2 OS=Mus musculus OX=10090 GN=Abraxas2 PE=1 SV=1,247422.4113,233407.618,256885.8505,264199.7446,237253.5103,238280.6685,280282.6018,262044.1567,207292.7965,255814.296,262125.6975
Q7TQI7,Abtb2,Ankyrin repeat and BTB/POZ domain-containing protein 2 OS=Mus musculus OX=10090 GN=Abtb2 PE=1 SV=1,18678.68672,21244.00609,15128.1652,14838.95778,17630.32483,14402.55946,16797.57116,18086.33515,20178.66694,13651.79105,15180.13249
Q921H8,Acaa1a,"3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus OX=10090 GN=Acaa1a PE=1 SV=1",287278.6209,244183.1735,260390.3819,249176.9794,293730.5556,257652.271,244959.3384,243300.4276,354525.1728,296437.714,290086.1811
Q8BWT1,Acaa2,"3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus OX=10090 GN=Acaa2 PE=1 SV=3",722517.0318,749798.9501,821174.8109,843325.9999,717174.3275,769958.2538,784924.175,848492.973,674096.191,756656.3433,785154.6399
Q5SWU9,Acaca,Acetyl-CoA carboxylase 1 OS=Mus musculus OX=10090 GN=Acaca PE=1 SV=1,358602.7609,324992.286,309709.979,335003.5914,353914.4382,335668.3026,311305.5634,357444.0025,351255.4048,333988.476,328939.5589
E9Q4Z2,Acacb,Acetyl-CoA carboxylase 2 OS=Mus musculus OX=10090 GN=Acacb PE=1 SV=1,85902.33799,71856.62146,72640.13701,72976.07634,81367.40878,73559.26842,72927.7285,80790.82119,87403.28255,78351.08768,74198.86997
Q8K370,Acad10,Acyl-CoA dehydrogenase family member 10 OS=Mus musculus OX=10090 GN=Acad10 PE=1 SV=1,111564.4214,112456.0065,105682.4603,109943.7427,108378.8895,103027.6667,88901.06924,97300.86586,113096.0852,99977.8867,106889.1383
Q80XL6,Acad11,Acyl-CoA dehydrogenase family member 11 OS=Mus musculus OX=10090 GN=Acad11 PE=1 SV=2,29233.40045,30260.13459,34250.81859,32527.35998,30788.33251,31736.40547,32975.91681,29668.08171,23092.31962,33190.38176,30443.14796
D3Z7X0,Acad12,"Acyl-Coenzyme A dehydrogenase family, member 12 OS=Mus musculus OX=10090 GN=Acad12 PE=1 SV=1",153452.9894,160698.7405,149081.1578,155786.7637,153221.8703,148779.1834,131395.819,141208.2956,161110.6947,145112.9939,153481.7575
Q9D7B6,Acad8,"Isobutyryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acad8 PE=1 SV=2",382915.5307,418763.8027,412019.6752,409283.083,377889.4872,460500.9475,408574.1384,415349.1994,435419.9057,474270.5409,435392.3502
Q8JZN5,Acad9,"Complex I assembly factor ACAD9, mitochondrial OS=Mus musculus OX=10090 GN=Acad9 PE=1 SV=2",482210.3128,473307.9897,576416.8427,561800.3284,454951.1409,512947.3541,561071.9572,534299.1986,479453.0338,504129.4933,516892.1825
