Total protein number combining all batches: 8864
  In any 2 batche(s): 8837
  In any 1 batche(s): 27
Batch-specific protein numbers:
  batch1: 15
  batch2: 12

Protein Group#	Protein Accession #	Protein Description	GN	GPCRs	TFs	epigenetic_regularos	kinases	oncogenes	batch1	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig126_B1	sig127N_B1	sig128N_B1	sig128C_B1	sig129C_B1	sig130N_B1	sig131C_B1	sig132C_B1	sig134N_B1	batch2	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig127C_B2	sig129N_B2	sig130C_B2	sig131N_B2	sig132N_B2	sig133N_B2	sig133C_B2	sig134C_B2	sig135N_B2
SJPG0104717.001	sp|P24386|RAE1_HUMAN	Rab proteins geranylgeranyltransferase component A 1 OS=Homo sapiens OX=9606 GN=CHM PE=1 SV=3	CHM	-	-	-	-	-	batch1	3	3	2	5.97	55508.86	30172.73	38314.56	32001.13	36117.00	33699.14	43305.65	32459.49	34711.13	batch2	3	3	2	5.97	48288.01	41140.14	37392.94	33057.18	43875.53	26567.24	36299.89	32301.88	36335.32
SJPG0122630.001	sp|Q6ZNG1|ZN600_HUMAN	Zinc finger protein 600 OS=Homo sapiens OX=9606 GN=ZNF600 PE=1 SV=2	ZNF600	-	-	-	-	-	batch1	1	1	0	2.77	26778.22	14225.01	14816.72	13879.12	16309.10	17135.82	19297.40	13092.67	18654.47	batch2	1	1	0	2.77	20719.39	14796.08	16853.17	17405.35	15087.56	19466.48	21374.88	13313.23	13728.15
SJPG0105393.001	sp|Q9NUN5|LMBD1_HUMAN	Lysosomal cobalamin transport escort protein LMBD1 OS=Homo sapiens OX=9606 GN=LMBRD1 PE=1 SV=1	LMBRD1	-	-	-	-	-	batch1	5	1	0	3.33	24501.74	14994.13	18708.55	12560.74	14460.49	12686.65	17191.79	11722.70	16973.44	batch2	5	1	0	3.33	19979.40	16967.47	19099.16	11948.38	17946.42	13977.96	17741.46	14985.36	10500.77
SJPG0112465.001	sp|Q16878|CDO1_HUMAN	Cysteine dioxygenase type 1 OS=Homo sapiens OX=9606 GN=CDO1 PE=1 SV=2	CDO1	-	-	-	-	-	batch1	4	1	1	3.5	501181.90	266052.88	325379.69	220388.68	288331.99	255599.15	350946.45	258899.05	306632.56	batch2	4	1	1	3.5	347432.43	320764.00	382945.78	234280.60	393510.77	232657.24	320981.49	283300.18	235860.53
SJPG0103006.001	sp|P19021|AMD_HUMAN	Peptidyl-glycine alpha-amidating monooxygenase OS=Homo sapiens OX=9606 GN=PAM PE=1 SV=2	PAM	-	-	-	-	-	batch1	4	3	0	3.19	48524.99	27000.27	28726.87	22462.66	26318.58	26660.86	33805.35	26296.09	26409.09	batch2	4	3	0	3.19	35150.19	28636.01	31147.39	23761.21	32314.50	25413.69	31335.14	32272.06	22511.06
SJPG0106163.001	sp|Q9UQ35|SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2	SRRM2	-	-	-	-	-	batch1	730	97	18	38.48	1397685.82	762733.24	930690.77	656766.30	844471.84	774455.17	991685.23	770271.28	877368.37	batch2	730	97	18	38.48	970148.31	914302.32	977490.06	745246.02	993710.43	784678.20	913124.82	846898.93	733037.75
SJPG0100430.001	sp|Q9Y2Z0|SGT1_HUMAN	Protein SGT1 homolog OS=Homo sapiens OX=9606 GN=SUGT1 PE=1 SV=3	SUGT1	-	-	-	-	-	batch1	164	16	1	51.23	647183.68	365268.50	432494.05	331226.63	384565.85	366930.86	448464.92	351090.19	379819.85	batch2	164	16	1	51.23	472675.41	457712.70	487388.71	307449.62	525032.72	324303.00	467654.09	335582.62	329881.54
SJPG0106858.001	sp|Q9NQ34|TMM9B_HUMAN	Transmembrane protein 9B OS=Homo sapiens OX=9606 GN=TMEM9B PE=1 SV=1	TMEM9B	-	-	-	-	-	batch1	10	4	0	20.71	300189.05	177067.69	197718.66	142237.22	167066.98	165937.39	219895.19	156735.82	177506.55	batch2	10	4	0	20.71	218280.95	207294.87	220418.71	156952.81	199276.14	171562.23	182732.49	164585.75	157514.82
SJPG0104195.001	sp|Q9NQ29|LUC7L_HUMAN	Putative RNA-binding protein Luc7-like 1 OS=Homo sapiens OX=9606 GN=LUC7L PE=1 SV=1	LUC7L	-	-	-	-	-	batch1	137	13	0	36.39	2026078.99	1109499.03	1377216.18	978701.19	902447.78	1088774.55	1384126.07	1080153.99	1147501.29	batch2	137	13	0	36.39	1440626.48	1380727.19	1431146.97	919388.62	1445302.80	971738.16	1345759.67	1020842.72	1011423.41
SJPG0103079.001	sp|Q7L523|RRAGA_HUMAN	Ras-related GTP-binding protein A OS=Homo sapiens OX=9606 GN=RRAGA PE=1 SV=1	RRAGA	-	-	-	-	-	batch1	16	3	0	8.31	65941.67	36637.70	48910.46	37573.22	43038.22	40246.29	49168.99	38701.57	42794.57	batch2	16	3	0	8.31	50412.47	47949.90	51664.15	35398.80	51974.87	38354.63	49142.40	42947.96	33670.02
SJPG0115426.001	sp|O00479|HMGN4_HUMAN	High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens OX=9606 GN=HMGN4 PE=1 SV=3	HMGN4	-	-	O	-	-	batch1	44	8	5	62.22	1334480.62	766190.64	890811.09	663138.17	779970.50	752678.07	991101.10	769206.63	859762.44	batch2	44	8	5	62.22	992040.06	910232.18	996959.03	726848.17	996365.55	723423.24	863371.22	791837.28	720806.27
SJPG0111905.001	sp|Q5SNV9|CA167_HUMAN	Uncharacterized protein C1orf167 OS=Homo sapiens OX=9606 GN=C1orf167 PE=2 SV=2	C1orf167	-	-	-	-	-	batch1	10	1	0	0.54	338665.43	228160.27	225719.86	176982.28	164179.92	185612.98	283663.09	191683.33	234860.01	batch2	10	1	0	0.54	266988.17	209206.28	268181.17	196821.62	268688.36	196239.35	243868.82	200299.39	158196.33
SJPG0101236.001	sp|P05165|PCCA_HUMAN	"Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=4"	PCCA	-	-	-	-	-	batch1	125	24	0	32.28	366999.10	194800.49	240616.99	170962.12	219636.52	200219.81	256825.16	195383.21	225860.35	batch2	125	24	0	32.28	283904.65	253742.16	268660.50	193633.50	247367.16	197510.87	227615.56	211982.99	165909.85
SJPG0104959.001	sp|Q6DD88|ATLA3_HUMAN	Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1	ATL3	-	-	-	-	-	batch1	299	21	14	37.89	1558406.10	792963.12	1026440.52	726661.68	840944.31	878039.63	1086238.13	829337.80	937223.29	batch2	299	21	14	37.89	1071977.83	1019148.03	1105285.74	804113.56	1077522.16	781298.25	1022649.66	949190.83	724172.62
SJPG0103349.001	sp|Q96GM5|SMRD1_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 OS=Homo sapiens OX=9606 GN=SMARCD1 PE=1 SV=2	SMARCD1	-	-	O	-	-	batch1	24	9	0	20	152776.44	85699.34	99122.27	70088.42	78970.51	84554.70	105660.97	80927.50	98801.53	batch2	24	9	0	20	107434.99	103958.50	106261.48	79494.61	112103.61	79150.07	95676.27	88251.43	72595.94
SJPG0103519.006	tr|I3L4Y1|I3L4Y1_HUMAN	Active breakpoint cluster region-related protein (Fragment) OS=Homo sapiens OX=9606 GN=ABR PE=1 SV=2	ABR	-	-	-	-	-	batch1	10	4	1	12.21	91998.93	47150.24	55572.60	40010.31	47741.30	46308.75	59325.13	42626.47	51976.05	batch2	10	4	1	12.21	64285.02	66497.37	62958.63	38027.69	68392.21	41273.00	59947.35	43330.97	37348.00
SJPG0101769.001	sp|P47755|CAZA2_HUMAN	F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3	CAPZA2	-	-	-	-	-	batch1	222	12	0	60.84	1488435.82	831184.15	954102.54	744403.03	871320.87	822832.21	1034495.99	811474.63	878796.74	batch2	222	12	0	60.84	1099948.89	1059608.58	1115347.93	728339.63	1136342.24	746856.62	1042537.29	787037.09	704882.42
SJPG0114607.001	sp|P49326|FMO5_HUMAN	Flavin-containing monooxygenase 5 OS=Homo sapiens OX=9606 GN=FMO5 PE=1 SV=2	FMO5	-	-	-	-	-	batch1	9	5	0	9.57	69918.91	52045.50	48447.71	40151.08	40133.22	48993.45	75215.05	57254.08	65423.79	batch2	9	5	0	9.57	78088.63	63278.30	74486.60	49986.27	48794.49	53515.79	44987.51	49856.83	36391.20
SJPG0100492.001	sp|Q02252|MMSA_HUMAN	"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=ALDH6A1 PE=1 SV=2"	ALDH6A1	-	-	-	-	-	batch1	266	28	0	45.79	499259.63	274774.92	326182.87	235157.29	294554.53	274868.82	355978.69	267799.31	306536.06	batch2	266	28	0	45.79	372594.97	347015.48	367287.57	267463.78	338240.70	273934.77	319192.28	289888.26	228621.08
SJPG0106255.001	sp|Q96CB9|NSUN4_HUMAN	5-methylcytosine rRNA methyltransferase NSUN4 OS=Homo sapiens OX=9606 GN=NSUN4 PE=1 SV=2	NSUN4	-	-	-	-	-	batch1	79	13	0	31.51	416733.78	229856.29	269424.59	197819.65	229466.68	228748.72	303043.16	226456.34	263537.85	batch2	79	13	0	31.51	293899.12	268384.85	298187.00	227582.69	290975.88	226542.77	272767.06	254302.90	198014.68
SJPG0105860.001	sp|Q04724|TLE1_HUMAN	Transducin-like enhancer protein 1 OS=Homo sapiens OX=9606 GN=TLE1 PE=1 SV=2	TLE1	-	-	-	-	-	batch1	45	10	0	14.16	128039.73	73487.69	85857.97	65255.26	74644.84	70598.79	93098.78	70601.67	75018.92	batch2	45	10	0	14.16	97939.42	92339.41	98724.21	61502.67	99857.96	68259.61	94654.80	61763.18	62603.86
SJPG0105226.002	sp|Q9UBU8-2|MO4L1_HUMAN	Isoform 2 of Mortality factor 4-like protein 1 OS=Homo sapiens OX=9606 GN=MORF4L1	MORF4L1	-	-	-	-	-	batch1	53	12	0	32.2	177466.07	97203.21	116704.63	83490.27	102951.94	97513.67	122048.02	94028.47	105845.13	batch2	53	12	0	32.2	130304.64	118020.53	124742.17	93440.45	130581.44	92825.48	116635.44	93653.92	86359.50
SJPG0104889.002	sp|P54886-2|P5CS_HUMAN	Isoform Short of Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1	ALDH18A1	-	-	-	-	-	batch1	773	47	2	51.2	2710945.58	1506471.92	1777995.19	1288274.22	1578673.14	1564776.04	1936314.25	1487535.06	1733533.87	batch2	773	47	2	51.2	1964133.25	1860620.11	1983631.81	1486381.28	1926622.16	1461212.80	1752544.70	1669708.26	1299872.81
SJPG0115261.001	sp|Q15011|HERP1_HUMAN	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein OS=Homo sapiens OX=9606 GN=HERPUD1 PE=1 SV=1	HERPUD1	-	-	-	-	-	batch1	5	3	0	9.72	27544.04	16447.21	17733.07	12137.12	15825.94	19017.54	22240.98	13586.66	17552.71	batch2	5	3	0	9.72	19757.15	16338.22	20851.26	14212.83	19622.87	18833.27	17845.00	17398.48	14180.64
SJPG0105029.001	sp|Q9UNP9|PPIE_HUMAN	Peptidyl-prolyl cis-trans isomerase E OS=Homo sapiens OX=9606 GN=PPIE PE=1 SV=1	PPIE	-	-	-	-	-	batch1	107	13	0	48.17	2152503.94	1235412.40	1414302.29	1010031.11	1280924.03	1193673.22	1508621.36	1142254.34	1350928.72	batch2	107	13	0	48.17	1573428.66	1453257.94	1588660.07	1135325.81	1619388.65	1190564.97	1365715.85	1245086.78	1000027.23
SJPG0104414.001	sp|O00192|ARVC_HUMAN	Armadillo repeat protein deleted in velo-cardio-facial syndrome OS=Homo sapiens OX=9606 GN=ARVCF PE=1 SV=1	ARVCF	-	-	-	-	-	batch1	8	6	0	8.21	55379.06	32070.93	40646.26	28822.87	35202.38	31992.71	43066.51	30563.59	36821.44	batch2	8	6	0	8.21	62009.89	47493.35	43976.02	27591.89	42594.08	29267.96	38914.17	29877.94	21927.63
SJPG0106930.001	sp|Q9UKN8|TF3C4_HUMAN	General transcription factor 3C polypeptide 4 OS=Homo sapiens OX=9606 GN=GTF3C4 PE=1 SV=2	GTF3C4	-	-	O	-	-	batch1	100	22	22	33.45	342622.98	186625.87	218824.33	160302.04	193698.92	186214.94	235202.78	178281.61	208072.46	batch2	100	22	22	33.45	259123.20	231711.05	252106.72	174315.52	236460.29	179726.52	212777.85	194538.62	152073.02
SJPG0106821.001	sp|P13284|GILT_HUMAN	Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens OX=9606 GN=IFI30 PE=1 SV=3	IFI30	-	-	-	-	-	batch1	2	1	0	3.6	73686.07	50208.96	60521.57	43359.23	39114.03	50749.22	66480.98	52960.08	58314.17	batch2	2	1	0	3.6	57169.95	55216.96	59788.87	47806.07	59259.57	39435.52	63035.37	69229.45	43000.70
SJPG0104269.001	sp|O15254|ACOX3_HUMAN	Peroxisomal acyl-coenzyme A oxidase 3 OS=Homo sapiens OX=9606 GN=ACOX3 PE=1 SV=2	ACOX3	-	-	-	-	-	batch1	31	10	0	17	162560.54	89970.85	108689.15	76793.18	92963.86	90247.99	118001.04	87741.25	105556.33	batch2	31	10	0	17	116774.80	106375.35	113916.13	92571.23	118050.00	91907.33	103257.08	98371.56	77534.41
SJPG0102841.001	sp|Q9Y320|TMX2_HUMAN	Thioredoxin-related transmembrane protein 2 OS=Homo sapiens OX=9606 GN=TMX2 PE=1 SV=1	TMX2	-	-	-	-	-	batch1	120	11	0	36.49	850494.80	526101.30	573230.61	469888.20	495887.62	537286.33	676576.25	516359.32	597674.23	batch2	120	11	0	36.49	653311.30	596343.21	679364.63	477846.13	697225.90	487277.01	610794.01	559051.93	456965.61
SJPG0101611.001	sp|Q9C040|TRIM2_HUMAN	Tripartite motif-containing protein 2 OS=Homo sapiens OX=9606 GN=TRIM2 PE=1 SV=1	TRIM2	-	-	-	-	-	batch1	75	16	0	30.24	324541.36	191273.63	214708.54	162077.28	180901.39	180241.33	235558.65	174782.80	190081.68	batch2	75	16	0	30.24	252398.40	235105.57	243091.98	160032.61	246396.35	162217.25	226823.43	164344.34	160261.18
SJPG0106240.001	sp|O75716|STK16_HUMAN	Serine/threonine-protein kinase 16 OS=Homo sapiens OX=9606 GN=STK16 PE=1 SV=4	STK16	-	-	-	O	-	batch1	3	2	0	5.57	37902.77	22991.14	27353.07	21777.75	21761.24	21287.49	29685.03	20728.70	30703.34	batch2	3	2	0	5.57	32588.15	25392.23	28213.12	22705.13	31929.99	20163.19	29904.36	21224.00	20974.84
SJPG0113790.001	sp|Q66K89|E4F1_HUMAN	Transcription factor E4F1 OS=Homo sapiens OX=9606 GN=E4F1 PE=1 SV=2	E4F1	-	-	-	-	-	batch1	2	2	0	6.38	47777.45	28759.00	35833.70	22446.09	22050.99	24160.99	28700.65	24455.52	26847.31	batch2	2	2	0	6.38	35595.45	33449.48	32269.86	20387.97	32102.40	22607.70	34346.30	29711.34	19124.52
SJPG0115430.001	sp|P41235|HNF4A_HUMAN	Hepatocyte nuclear factor 4-alpha OS=Homo sapiens OX=9606 GN=HNF4A PE=1 SV=3	HNF4A	-	O	-	-	-	batch1	32	8	0	22.15	347738.07	190958.04	227073.16	174394.58	207536.36	189801.84	254467.65	188726.30	223044.06	batch2	32	8	0	22.15	261593.60	241449.11	249767.99	185948.38	252474.79	183834.33	232438.60	214577.64	163387.95
SJPG0102042.001	sp|O43143|DHX15_HUMAN	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2	DHX15	-	-	-	-	-	batch1	708	47	37	44.53	1542707.21	785170.20	1019939.97	705395.06	876468.04	831762.88	1041543.06	801728.15	899878.25	batch2	708	47	37	44.53	1093847.12	1039528.67	1081659.43	776903.83	1050968.78	790473.49	987752.51	864582.67	704198.95
SJPG0101086.001	sp|Q16774|KGUA_HUMAN	Guanylate kinase OS=Homo sapiens OX=9606 GN=GUK1 PE=1 SV=2	GUK1	-	-	-	-	-	batch1	27	6	0	35.02	234360.09	123080.87	142906.87	110222.64	137679.70	116141.61	153029.12	118257.80	128967.37	batch2	27	6	0	35.02	159160.45	149977.15	167027.71	111835.51	168726.01	116688.89	148632.40	120837.94	107543.13
SJPG0113555.001	tr|Q5HYC6|Q5HYC6_HUMAN	Uncharacterized protein DKFZp779J0967 (Fragment) OS=Homo sapiens OX=9606 GN=DKFZp779J0967 PE=2 SV=1	DKFZp779J0967	-	-	-	-	-	batch1	1	1	0	1.05	46795.29	31029.65	35106.61	22769.28	26247.71	26968.05	32944.27	30102.33	37907.44	batch2	1	1	0	1.05	31762.13	47658.58	36051.53	23844.87	36076.56	30528.69	35274.33	26040.69	23461.11
SJPG0108812.001	sp|Q14692|BMS1_HUMAN	Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens OX=9606 GN=BMS1 PE=1 SV=1	BMS1	-	-	-	-	-	batch1	172	35	25	29.8	617412.58	342643.45	405208.59	295537.48	361055.86	346023.78	440861.26	321331.75	395009.72	batch2	172	35	25	29.8	458798.82	418675.80	445148.43	336705.35	432186.46	341542.78	395468.36	361517.91	291500.95
SJPG0107610.001	sp|O60437|PEPL_HUMAN	Periplakin OS=Homo sapiens OX=9606 GN=PPL PE=1 SV=4	PPL	-	-	-	-	-	batch1	52	29	24	16.91	137306.81	85901.73	92861.36	67111.94	82691.18	80059.04	102167.34	77583.43	90358.10	batch2	52	29	24	16.91	108885.50	99462.23	100842.45	79209.48	97894.39	77732.46	89576.17	76722.26	77041.30
SJPG0109660.001	sp|P02788|TRFL_HUMAN	Lactotransferrin OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=6	LTF	-	-	-	-	-	batch1	8	2	0	2.96	132544.50	75577.55	86261.57	66119.69	75521.06	81939.18	107163.34	78283.31	89714.74	batch2	8	2	0	2.96	106750.29	97536.56	108245.76	71645.09	92938.05	79472.20	83638.00	86110.01	61950.05
SJPG0101982.001	sp|Q7Z460|CLAP1_HUMAN	CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1 PE=1 SV=1	CLASP1	-	-	-	-	-	batch1	42	20	1	13.72	301285.45	171358.68	197556.07	157162.49	177802.11	170334.68	208838.69	166370.24	181624.30	batch2	42	20	1	13.72	222415.55	216846.63	228788.38	154588.69	229964.86	154745.25	211237.35	155618.22	153526.95
SJPG0102688.001	sp|P57088|TMM33_HUMAN	Transmembrane protein 33 OS=Homo sapiens OX=9606 GN=TMEM33 PE=1 SV=2	TMEM33	-	-	-	-	-	batch1	101	6	6	23.08	1806382.85	1078452.07	1231711.94	987471.89	1076861.05	1146196.76	1512450.65	1118927.90	1312736.99	batch2	101	6	6	23.08	1447083.91	1312958.00	1484507.85	1024612.99	1513174.73	991561.71	1364615.16	1155638.50	950159.47
SJPG0101178.001	sp|P62913|RL11_HUMAN	60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2	RPL11	-	-	-	-	-	batch1	174	7	0	29.77	8818676.44	4739229.28	5714915.84	4146912.97	5061226.32	4520138.35	6060805.07	4551879.83	4931631.87	batch2	174	7	0	29.77	6485505.50	5911357.19	6332448.53	4022276.10	6474188.25	4191093.76	5936714.94	4582024.89	4277344.28
SJPG0101577.001	sp|Q13347|EIF3I_HUMAN	Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1	EIF3I	-	-	-	-	-	batch1	246	18	18	59.69	1200923.89	671526.89	777614.68	570194.79	725982.94	669314.13	827427.02	630276.66	699491.89	batch2	246	18	18	59.69	902046.88	871072.06	883645.88	573055.82	898158.91	593153.96	825391.68	616309.24	587799.00
SJPG0109001.001	sp|Q9NRX1|PNO1_HUMAN	RNA-binding protein PNO1 OS=Homo sapiens OX=9606 GN=PNO1 PE=1 SV=1	PNO1	-	-	-	-	-	batch1	67	11	5	40.08	298030.93	174266.90	200519.28	158066.06	180516.18	175137.38	222708.54	173627.96	195855.76	batch2	67	11	5	40.08	238879.11	209095.96	221198.68	168968.25	219090.26	168324.88	211326.14	176672.17	153339.74
SJPG0108645.001	sp|O95985|TOP3B_HUMAN	DNA topoisomerase 3-beta-1 OS=Homo sapiens OX=9606 GN=TOP3B PE=1 SV=1	TOP3B	-	-	-	-	-	batch1	6	3	0	3.83	43219.67	23622.72	26975.21	20512.34	23603.58	24289.52	30344.34	21757.10	27161.38	batch2	6	3	0	3.83	30504.66	27775.45	28627.29	21348.53	31310.05	21328.60	31192.83	23186.44	23222.45
SJPG0100717.001	sp|P16402|H13_HUMAN	Histone H1.3 OS=Homo sapiens OX=9606 GN=H1-3 PE=1 SV=2	H1-3	-	-	O	-	-	batch1	1088	18	8	43.89	90277742.80	49239101.89	56773816.37	41363830.76	49711700.02	48348910.36	62420703.99	47186189.93	55577193.40	batch2	1088	18	8	43.89	68026032.32	59197045.58	63899639.74	47780172.96	63467897.12	47431409.33	56433690.33	46765460.19	42047487.06
SJPG0101808.001	sp|O00625|PIR_HUMAN	Pirin OS=Homo sapiens OX=9606 GN=PIR PE=1 SV=1	PIR	-	-	-	-	-	batch1	17	6	0	21.03	177700.82	109602.56	116610.85	103287.56	109406.97	106682.24	133624.76	103514.85	108263.13	batch2	17	6	0	21.03	138171.34	137606.45	146257.27	81255.07	156127.87	91930.81	133163.27	94093.63	100900.54
SJPG0103978.001	sp|O75884|RBBP9_HUMAN	Serine hydrolase RBBP9 OS=Homo sapiens OX=9606 GN=RBBP9 PE=1 SV=2	RBBP9	-	-	-	-	-	batch1	17	5	3	33.87	169373.82	106987.32	124428.13	111158.21	97506.94	113439.23	141871.76	106030.32	100125.65	batch2	17	5	3	33.87	146997.82	142680.44	147294.42	82357.00	153341.98	85384.34	147592.17	95537.49	88893.55
SJPG0104113.001	sp|Q676U5|A16L1_HUMAN	Autophagy-related protein 16-1 OS=Homo sapiens OX=9606 GN=ATG16L1 PE=1 SV=2	ATG16L1	-	-	-	-	-	batch1	43	12	0	21.75	215308.25	126726.61	146796.65	114418.83	130139.49	126658.84	157053.88	121701.11	135915.77	batch2	43	12	0	21.75	165503.87	160986.36	161624.89	114435.95	160996.86	113498.89	154393.97	118371.12	119246.81
SJPG0100432.005	tr|B4DPM0|B4DPM0_HUMAN	Pyruvate kinase OS=Homo sapiens OX=9606 PE=2 SV=1	NA	-	-	-	-	-	batch1	77	2	0	5.53	10793188.95	5858700.64	7468679.70	5789487.85	6627078.27	6004124.06	7990717.41	6213324.26	6541296.41	batch2	77	2	0	5.53	8094578.96	7744974.47	8407001.02	5028654.21	8863308.24	5559769.97	8414416.34	5869076.61	5478061.05
SJPG0141997.003	cu|HIST1H1B_A104V|snp	HIST1H1B|uc003njx.3|A104V|chr6:27834997-27834997.G_A	NA	-	-	-	-	-	batch1	170	4	1	42.62	76401147.74	43725502.08	49592800.65	34226114.13	46155253.10	42924287.54	54671753.63	43783669.77	47177327.31	batch2	170	4	1	42.62	58518809.72	52497284.55	52973023.49	41405768.62	53611521.34	44336930.47	47125526.24	38742236.17	43384146.62
SJPG0104622.001	sp|Q99622|C10_HUMAN	Protein C10 OS=Homo sapiens OX=9606 GN=C12orf57 PE=1 SV=1	C12orf57	-	-	-	-	-	batch1	9	2	1	22.22	125361.22	72307.12	76760.79	60941.57	71584.31	70781.38	83747.71	65863.53	76154.83	batch2	9	2	1	22.22	92806.55	87671.53	88296.13	58496.94	96918.80	62803.26	88481.65	63967.23	62335.65
SJPG0104223.001	sp|O95163|ELP1_HUMAN	Elongator complex protein 1 OS=Homo sapiens OX=9606 GN=ELP1 PE=1 SV=3	ELP1	-	-	-	-	-	batch1	64	21	0	20.35	215057.29	116089.85	143854.26	103383.85	122659.67	113371.61	148432.07	114319.69	120133.78	batch2	64	21	0	20.35	164065.93	148568.19	156914.86	105610.57	156442.15	107557.81	142629.66	106761.13	101697.29
SJPG0105360.001	sp|Q9H0L4|CSTFT_HUMAN	Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens OX=9606 GN=CSTF2T PE=1 SV=1	CSTF2T	-	-	-	-	-	batch1	85	13	7	26.79	518815.75	283612.51	332704.65	254331.25	308488.49	290303.81	367619.40	285680.98	330699.54	batch2	85	13	7	26.79	376751.26	357775.75	391013.30	265667.83	367823.50	278343.35	349632.59	304763.58	253519.15
SJPG0120160.001	sp|Q7Z2H8|S36A1_HUMAN	Proton-coupled amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC36A1 PE=1 SV=1	SLC36A1	-	-	-	-	-	batch1	3	1	0	3.15	75800.84	49637.97	43625.10	39179.17	47992.12	50319.70	62100.03	42065.55	42926.06	batch2	3	1	0	3.15	59074.10	53117.96	61164.71	45204.64	59668.50	46176.88	50636.78	47749.43	30130.10
SJPG0127381.001	cu|uc001vdk.2|ucsc	"Homo sapiens CTAGE family, member 10, pseudogene (CTAGE10P), non-coding RNA."	NA	-	-	-	-	-	batch1	24	5	1	6.71	412211.38	241761.24	285362.97	202329.62	239427.89	254821.21	304796.26	230969.07	277145.19	batch2	24	5	1	6.71	305914.14	276109.55	316015.22	231936.31	317008.52	239202.14	276156.23	262097.35	201573.62
SJPG0110924.001	sp|Q9P2D7|DYH1_HUMAN	"Dynein heavy chain 1, axonemal OS=Homo sapiens OX=9606 GN=DNAH1 PE=1 SV=5"	DNAH1	-	-	-	-	-	batch1	1	1	0	0.19	35886.63	42544.80	37572.59	91451.25	68304.01	65923.52	42434.59	89757.45	68329.62	batch2	1	1	0	0.19	45522.89	37990.22	37718.03	85999.24	47370.07	75566.67	53939.46	54354.15	104425.64
SJPG0109371.001	sp|A5YM69|ARG35_HUMAN	Rho guanine nucleotide exchange factor 35 OS=Homo sapiens OX=9606 GN=ARHGEF35 PE=1 SV=1	ARHGEF35	-	-	-	-	-	batch1	25	8	0	22.11	143645.57	84954.83	96089.59	72020.27	87477.06	83236.12	108576.68	85924.75	91054.02	batch2	25	8	0	22.11	104469.82	101244.16	109013.17	76213.84	118934.27	79604.92	99607.62	75705.11	83259.37
SJPG0110802.001	sp|Q5T3U5|MRP7_HUMAN	Multidrug resistance-associated protein 7 OS=Homo sapiens OX=9606 GN=ABCC10 PE=1 SV=1	ABCC10	-	-	-	-	-	batch1	8	3	0	1.61	101644.41	54419.82	68855.36	50534.31	57804.13	56359.15	73837.28	57587.80	66026.11	batch2	8	3	0	1.61	78582.65	70787.47	80160.96	53187.52	65937.01	55955.32	65685.24	60580.62	50557.08
SJPG0104239.001	sp|Q9UPQ3|AGAP1_HUMAN	"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=AGAP1 PE=1 SV=4"	AGAP1	-	-	-	-	-	batch1	7	4	0	5.02	75572.33	45650.98	49365.24	41746.74	48377.89	46869.06	59500.76	42563.68	51226.67	batch2	7	4	0	5.02	60824.65	51808.97	57514.83	39012.00	62551.14	43856.62	52453.00	44502.84	46190.93
SJPG0100235.003	sp|O95197-3|RTN3_HUMAN	Isoform 3 of Reticulon-3 OS=Homo sapiens OX=9606 GN=RTN3	RTN3	-	-	-	-	-	batch1	57	3	0	14.41	1358247.50	792660.81	922463.70	656057.45	770404.88	779228.10	1008393.12	757696.93	886778.67	batch2	57	3	0	14.41	968241.92	926012.09	993272.46	738902.42	1013469.93	749825.27	918525.97	814124.08	708716.79
