ProteinAccession,GeneName,ProteinDescription,Group1_1,Group1_2,Group1_3,Group1_4,Group2_1,Group2_2,Group2_3,Group2_4,Group3_1,Group3_2,Group3_3,Group3_4,Group4_1,Group4_2,Group4_3,Group4_4
sp|O60784|TOM1_HUMAN,TOM1,Target of Myb1 membrane trafficking protein OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=2,228031.95,243402.21,260985.86,219821.92,228501.07,243648.46,259391.04,287120.14,235031.22,248492.9,225350.05,231776.42,288984.91,236249.4,236144.15,235328.37
sp|P35251|RFC1_HUMAN,RFC1,Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4,165390.19,178143.25,152204.02,157596.4,158033.83,158891.36,154054.8,112059.69,163778.85,123964.11,136930.42,140995.4,127764.39,155143.79,140676.18,144904.43
sp|Q08357|S20A2_HUMAN,SLC20A2,Sodium-dependent phosphate transporter 2 OS=Homo sapiens OX=9606 GN=SLC20A2 PE=1 SV=1,127284.72,125410.22,103402.64,109666.39,126460.32,99002.61,144315.24,133667.81,100168.5,148727.83,106613.73,117710.81,115438.52,118952.5,133375.15,116085.64
sp|Q9Y2T2|AP3M1_HUMAN,AP3M1,AP-3 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP3M1 PE=1 SV=1,457642.73,443827.33,449413.96,451041.36,426610.83,419319.88,463087.87,478710.41,447274.48,442078.2,439717.15,450516.25,454066.37,440191.11,434326.33,420238.69
sp|P80723|BASP1_HUMAN,BASP1,Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1 PE=1 SV=2,783528.69,946526.05,904484.53,990429.81,472770.46,528985.92,819305,913681.19,657864.58,1105824.94,1164416.47,741802.44,765578.65,474753.35,574357,587636.43
sp|O75569|PRKRA_HUMAN,PRKRA,Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens OX=9606 GN=PRKRA PE=1 SV=1,566167.49,545294.48,542309.57,537192.52,566467.31,562675.87,566328.13,590861.61,569845.11,597205.97,553158.51,581924.12,578243.11,559358.08,566728.45,569272.38
sp|P46821|MAP1B_HUMAN,MAP1B,Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2,784777.8,726271.44,797671.42,777085.31,623955.98,723749.11,751501.21,832705.67,584162.2,941481.01,791955.61,693876.41,697572.8,539237.2,721911.08,639042.6
sp|P55263|ADK_HUMAN,ADK,Adenosine kinase OS=Homo sapiens OX=9606 GN=ADK PE=1 SV=2,254505.93,241464.1,229558.16,196269.32,238276.22,194855.95,232680.62,238651.7,227557.76,184645.18,188134.65,216207.99,206067.9,219699.42,197167.21,206488.71
sp|Q14554|PDIA5_HUMAN,PDIA5,Protein disulfide-isomerase A5 OS=Homo sapiens OX=9606 GN=PDIA5 PE=1 SV=1,280629.88,265629.06,258827.37,275708.47,323655.88,263262.91,264980.76,218015.01,322413.14,225929.04,273478.86,298596.65,270327.24,286310.38,242147.1,263845.74
sp|Q08211|DHX9_HUMAN,DHX9,ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,857367.72,891771.43,817655.62,822652.27,810991.33,769262.46,774568.81,701321.56,843179.48,764789.54,797645.54,795330.18,747433.1,757845.52,738791,757942.71
sp|P06454|PTMA_HUMAN,PTMA,Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2,105639.78,60852.6,93472.03,145761.7,83203.54,107495.01,98754.94,111664.11,81426.64,95289.42,120675.3,,152174.64,,76544.69,
tr|A0A1C7CYX9|A0A1C7CYX9_HUMAN,DPYSL2,Dihydropyrimidinase like 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1,726245.71,647764.85,771015.84,709541.4,575102.25,635153.9,728141.47,810242.87,570853.61,984194.41,698519.76,694513.85,668960.99,514258.77,645268.99,607379.21
sp|Q9Y2A7|NCKP1_HUMAN,NCKAP1,Nck-associated protein 1 OS=Homo sapiens OX=9606 GN=NCKAP1 PE=1 SV=1,289363.05,298451.05,291851.79,298768.06,300531.23,317304.49,298323.19,324539.33,295513.15,315147.5,303262.72,296693.15,321743.65,310440.06,308230.71,311701.17
sp|Q7Z460|CLAP1_HUMAN,CLASP1,CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1 PE=1 SV=1,229044.05,219926.19,229890.02,220631.26,226144.28,232693.3,233069.7,235580.25,214524.57,249175.6,234184.91,237304.26,239166.96,226427.4,234449.46,242306.4
sp|P20962|PTMS_HUMAN,PTMS,Parathymosin OS=Homo sapiens OX=9606 GN=PTMS PE=1 SV=2,1438456.67,1183179.57,1457154.31,1454152.64,1584274.67,2033484.34,2021435.46,2290062.75,770306.28,1650584.53,1387049.6,1139753.41,1662459.29,880185.01,2314807.46,1552996.23
sp|Q01484|ANK2_HUMAN,ANK2,Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=4,394011.11,397147.25,443012.83,443688.48,301874.32,356554.79,364411.95,412657.74,343918.41,552628.98,449395.51,390502.17,323813.38,255128.49,334724.37,279216.42
sp|Q9UKK6|NXT1_HUMAN,NXT1,NTF2-related export protein 1 OS=Homo sapiens OX=9606 GN=NXT1 PE=1 SV=1,126580.27,121242.86,122790.49,97461.55,135739.68,179322.9,100123.94,105955.41,120691.2,123854.4,134986.93,126121.42,80035.65,130616.64,165128.86,158632.09
sp|P11586|C1TC_HUMAN,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=4",433056.68,442844.6,437410.45,434474.36,442747.56,423963.82,422501.57,397298.92,492575.51,404612.51,422132.44,490526.34,433498.13,465730.19,420260.86,456814.77
sp|P29966|MARCS_HUMAN,MARCKS,Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens OX=9606 GN=MARCKS PE=1 SV=4,698627.13,731848.64,675054.02,781581.17,378271.85,438845.41,594273.99,629312.51,554524.68,764049.44,927049.35,699653.21,522224.2,400216.61,434398.67,385439.54
sp|Q9NX63|MIC19_HUMAN,CHCHD3,MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1,223313.36,228802.4,236671.46,208506.34,223258.14,212701.25,229405.18,216818.23,269729.59,232951.01,262806.81,236492.81,239189.46,249053.46,225299.56,220770.54
sp|O95425|SVIL_HUMAN,SVIL,Supervillin OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=2,92978.47,88903.73,99415.26,90450.23,107816.78,91768.53,81139.45,79611.84,95951.09,90632.65,83879.45,95153.1,87188.84,102566.25,106190.08,102832.26
sp|Q9P253|VPS18_HUMAN,VPS18,Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=VPS18 PE=1 SV=2,360087.48,345142.19,325250.05,335784.95,352869.93,363855.24,342614.86,365097.98,328544.24,310064.6,334472.38,311792.7,348647.59,348975.29,353275.76,352855.7
sp|O43272|PROD_HUMAN,PRODH,"Proline dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PRODH PE=1 SV=3",200142.39,215920.25,189331.1,214142.82,226153.17,190601.55,203432.14,177443.68,249673.73,185745.22,198043.72,222242.09,213165.84,232666.61,194609.09,217717.98
sp|Q92614|MY18A_HUMAN,MYO18A,Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3,282202.37,278039.68,284786.2,282723.85,284996.07,271464.71,284051.29,283666.63,315377.17,290338.01,305675.98,301846.99,294679.28,303789.66,299933.65,307108.32
sp|Q86VP3|PACS2_HUMAN,PACS2,Phosphofurin acidic cluster sorting protein 2 OS=Homo sapiens OX=9606 GN=PACS2 PE=1 SV=3,209341.13,209080.36,205363.03,212024.42,210445.18,208174.42,222559.44,215597.63,197555.4,244274.1,222224.06,217375.98,230675.98,223423.86,230578.31,238485.67
sp|Q15020|SART3_HUMAN,SART3,Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens OX=9606 GN=SART3 PE=1 SV=1,305560.68,318438.7,308955.25,298076.09,329008.36,309968.23,319801.28,290807.06,314707.63,277640.97,275149.35,318122.74,311492.32,320767.37,281994.6,321472.09
sp|Q92621|NU205_HUMAN,NUP205,Nuclear pore complex protein Nup205 OS=Homo sapiens OX=9606 GN=NUP205 PE=1 SV=3,322589.37,362067.16,332295.42,330103.97,300277.2,283207.98,302472.3,255133.8,329843.46,282998.04,315294.42,318483.59,293407.77,297086.02,257646.58,291764.32
sp|Q9NVM6|DJC17_HUMAN,DNAJC17,DnaJ homolog subfamily C member 17 OS=Homo sapiens OX=9606 GN=DNAJC17 PE=1 SV=1,158334.95,170814.18,130540.47,145063.52,197188.35,147628.27,194227.26,226679.16,131563.1,124264.44,147575.04,122278.59,241394.42,179410.69,187765.14,186839.1
sp|Q9UHV9|PFD2_HUMAN,PFDN2,Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1,564571.68,502190.55,553520.27,546322.15,569418.47,642264.49,627544.2,720055.28,472762.74,673224.93,549503.31,546930.64,694636.94,520767.12,679576.92,611988.73
sp|O94906|PRP6_HUMAN,PRPF6,Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1,359106.23,385657.78,347477.82,350095.86,341692.75,327928.41,335905.72,292503.32,374156.22,353247.47,328615.51,366184.01,326769.39,334553.73,325637.32,325627.33
sp|Q86Y79|PTH_HUMAN,PTRH1,Probable peptidyl-tRNA hydrolase OS=Homo sapiens OX=9606 GN=PTRH1 PE=1 SV=1,174355.29,178119.93,218026.92,197958.34,151667.99,172726.88,134666.2,143482.46,188908.55,165459.89,180955.74,147185.45,163447.11,154581.64,125248.05,132275.63
sp|P35232|PHB1_HUMAN,PHB1,Prohibitin 1 OS=Homo sapiens OX=9606 GN=PHB1 PE=1 SV=1,1226747.48,1266463.84,1168649.95,1212061.15,1281944.62,1239601.19,1215964.16,1149172.55,1325726.74,1133897.39,1307036.43,1215621.56,1221351.26,1368341.83,1288196,1295480.31
sp|Q9BUK6|MSTO1_HUMAN,MSTO1,Protein misato homolog 1 OS=Homo sapiens OX=9606 GN=MSTO1 PE=1 SV=1,140735.75,142793.47,151854.51,146897.92,178152.46,125054.36,135267.16,91261.59,136709.92,136879.19,76310.85,141149.68,134605.13,110022.72,157010.92,246991.5
sp|O15020|SPTN2_HUMAN,SPTBN2,"Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens OX=9606 GN=SPTBN2 PE=1 SV=3",393960.39,403029.06,402967.86,405653.38,347194.21,353125.18,369858.59,363123.45,426767.96,466047.37,449716.82,425884.85,373793.22,363799.46,371303,378979.44
sp|Q96I15|SCLY_HUMAN,SCLY,Selenocysteine lyase OS=Homo sapiens OX=9606 GN=SCLY PE=1 SV=4,155045.81,152677.24,143119.9,158759.73,188444.35,167858.89,178524.8,170640.93,158533.71,159041.36,149490.86,170346.2,166451,187973.65,191939.9,177554.32
sp|Q08379|GOGA2_HUMAN,GOLGA2,Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=3,284876.99,313702.73,310093.19,307035.89,283391.85,259023.98,264250.49,263471.19,332719.93,320018.43,313257.59,285267.66,269610.95,271287.28,277156.6,265055.25
sp|P78318|IGBP1_HUMAN,IGBP1,Immunoglobulin-binding protein 1 OS=Homo sapiens OX=9606 GN=IGBP1 PE=1 SV=1,243605.16,272966.34,239911.17,277948.61,224630.84,204154.14,284576.13,278957.28,230133.97,282734.09,293237.2,230399.49,287291.86,204620.67,280527.11,260909.24
sp|P33176|KINH_HUMAN,KIF5B,Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,380173.86,369522.75,370924.11,364071.43,370075.4,375719.17,378979.87,389999.85,371590.17,352459.69,374586.68,379488.84,389634.39,416468.15,374342.49,390066.62
sp|Q6ICG6|K0930_HUMAN,KIAA0930,Uncharacterized protein KIAA0930 OS=Homo sapiens OX=9606 GN=KIAA0930 PE=1 SV=1,189843.9,190197.08,172548.57,186373.79,207617.12,218845.6,187865.63,210732.54,169943.78,228774.71,193094.21,212001.83,202705.35,202655.07,229853.8,222023.18
sp|O60524|NEMF_HUMAN,NEMF,Ribosome quality control complex subunit NEMF OS=Homo sapiens OX=9606 GN=NEMF PE=1 SV=4,241588.21,247181.67,240937.16,240709.34,211837.76,207042.74,237707.64,209466.28,229994.16,222880.3,206334.85,234290.18,215058.44,226444.15,201308.83,218152.24
sp|P49327|FAS_HUMAN,FASN,Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3,686258.48,672805.63,662712.67,675742.95,703825.7,697403.35,675989.98,680458.48,723991.68,668155.87,662830.81,708159.54,696373.4,752094.87,688155.21,721850.81
sp|O76021|RL1D1_HUMAN,RSL1D1,Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=3,397847.24,396392.55,380614.87,371092.23,357486.05,333342.29,337039.47,286516.49,394462.4,312425.65,317927.25,361412.95,303430.02,317979.56,274877.08,306033.15
sp|P35606|COPB2_HUMAN,COPB2,Coatomer subunit beta' OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2,442872.08,451515.37,431996.03,431318.4,477387.29,471895.19,478828.75,467123.16,419240.01,386642.01,442457.34,414293.8,505058.47,522147.9,487750.9,500624.24
sp|Q6T4P5|PLPR3_HUMAN,PLPPR3,Phospholipid phosphatase-related protein type 3 OS=Homo sapiens OX=9606 GN=PLPPR3 PE=2 SV=1,237701.03,233446.67,228473.12,235523.91,480943.72,582524.54,573035.04,589312.62,235912.07,408847.68,258060.73,251881.99,556473.54,430882.02,605801.07,527666.08
sp|Q9P032|NDUF4_HUMAN,NDUFAF4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Homo sapiens OX=9606 GN=NDUFAF4 PE=1 SV=1,445585.14,441557.45,427588.57,438022.4,423946.03,442550.56,405744.05,398694.71,425889.74,387659.45,456209.39,376142.32,408806.5,426728.83,416647.12,412982.84
sp|Q9GZS1|RPA49_HUMAN,POLR1E,DNA-directed RNA polymerase I subunit RPA49 OS=Homo sapiens OX=9606 GN=POLR1E PE=1 SV=3,55256.29,74532.06,58366.97,57693.94,53286.5,51348.35,62533.59,,106582.64,55986.87,66159.8,72594.21,,65652.08,45383.24,57546.3
sp|Q9UI15|TAGL3_HUMAN,TAGLN3,Transgelin-3 OS=Homo sapiens OX=9606 GN=TAGLN3 PE=1 SV=2,986032.11,906816.9,1005622.43,963557.34,877662.49,991997.02,1036091.64,1118003.65,762260.12,1166178.62,974933.32,915342.3,976767.48,755706.17,1013796,927066.9
sp|Q9UDT6|CLIP2_HUMAN,CLIP2,CAP-Gly domain-containing linker protein 2 OS=Homo sapiens OX=9606 GN=CLIP2 PE=1 SV=1,213964.09,210019.27,217848.19,224030.99,185295.15,196011.03,223517.77,269774.94,185169.21,277310.45,235140.13,208828.89,229110.41,173996.9,220783,191595.49
sp|P52272|HNRPM_HUMAN,HNRNPM,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,1253956.97,1310588.27,1234937.25,1237850.95,1276809.27,1176960.52,1213559.8,1026856.63,1447052.8,1290858.15,1209378.55,1382970.82,1123953.23,1194632.13,1157213.98,1248852.07
sp|Q10471|GALT2_HUMAN,GALNT2,Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=GALNT2 PE=1 SV=1,310095.66,321711.67,337767.08,337482.49,340430.88,336903.13,327544.67,341983.76,327053.29,331209.3,350235.9,314754.76,312584.29,307646.42,304736.63,297595.81
sp|Q6SZW1|SARM1_HUMAN,SARM1,NAD(+) hydrolase SARM1 OS=Homo sapiens OX=9606 GN=SARM1 PE=1 SV=1,279415.89,264463.95,292533.58,277907.3,276364.78,293528.19,299812.09,314076.66,250548.03,278792.08,260013.57,259315.29,281794.64,274303.75,258120.47,257197.39
sp|Q13045|FLII_HUMAN,FLII,Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2,271002.97,257131.49,256985.61,261126.3,274798.33,273575.78,265231.58,250483.98,265601.63,260703.44,242305.28,271837.68,263114.04,273220.79,282400.88,277113.82
sp|Q15006|EMC2_HUMAN,EMC2,ER membrane protein complex subunit 2 OS=Homo sapiens OX=9606 GN=EMC2 PE=1 SV=1,412136.2,420416.47,402579.64,432517.31,452326.44,435538.38,419203.32,402826.39,422907.33,398954.66,434224.34,395032.21,408603.21,455274.93,420683.79,441503.99
sp|P62258|1433E_HUMAN,YWHAE,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1,1339971.92,1217184.18,1341482.4,1331281.2,1257524.56,1440117.47,1517746.84,1639116.21,1030998.66,1369767.95,1308124.66,1133684.96,1442597.62,1136537.47,1462890.56,1302766.12
sp|P11274|BCR_HUMAN,BCR,Breakpoint cluster region protein OS=Homo sapiens OX=9606 GN=BCR PE=1 SV=2,241252.47,241565.4,250606.96,250034.81,227900.01,243463.64,249524.51,261101.38,275015.37,273132.96,265336.02,260416.19,269255.74,268678.97,258497.65,267693.7
sp|P49257|LMAN1_HUMAN,LMAN1,Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2,340730.34,369362.15,368084.55,381455.49,355526.73,346072.17,343588.59,339198.83,401972.4,347407.9,390954.14,374581.46,333641.43,360054.7,328983.13,354020.61
sp|Q969H8|MYDGF_HUMAN,MYDGF,Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1,824926.66,804700.49,772330.64,791704.27,889250.57,932088.44,823433.19,776933.57,840360.91,833475.39,848048.79,794526.21,765252.35,773137.39,918096.22,819750.7
sp|P50416|CPT1A_HUMAN,CPT1A,"Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens OX=9606 GN=CPT1A PE=1 SV=2",269632.92,254234.51,251049.95,266562.92,241587.21,224259.29,241711.96,248424.73,252746.62,209919.69,230453.88,231403.3,242068.63,225166.71,193265.99,195243.05
sp|O00273|DFFA_HUMAN,DFFA,DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1,219460.29,186701.62,223340.31,251815.12,175468.71,182500.28,242967.95,293917.49,153044.54,221550.75,245054.73,161614.79,216548.96,124739.33,188074.17,181261.82
sp|Q9UQ35|SRRM2_HUMAN,SRRM2,Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2,291355.67,305112.29,292438.01,286351.78,248642.73,251986.63,271405.25,248984.74,318074.54,355826.61,310384.81,326150.05,262307.05,246779.72,277002.23,272314.15
sp|P31040|SDHA_HUMAN,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2",497403.88,509887.13,515462.21,496027.2,450494.08,421001.81,456059.18,434417.7,517651.93,466867.14,487715.85,467249.71,436214.79,428791.74,401071.15,413214.94
sp|P04406|G3P_HUMAN,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3,2369394.95,2151529.19,2194369.81,2124272.3,2388276.48,2379048.73,2346272.71,2344574.73,2333110.83,2253361.81,2128280.24,2354366.5,2442506.97,2598246.36,2630433.76,2683212.64
sp|O75054|IGSF3_HUMAN,IGSF3,Immunoglobulin superfamily member 3 OS=Homo sapiens OX=9606 GN=IGSF3 PE=2 SV=3,204622.34,208569.83,211145.9,195756.33,195094.33,186844.32,204964.22,225827.3,182212.08,218595.64,205976.33,186345.75,223123.92,193453.17,192292.83,206916.99
sp|P05091|ALDH2_HUMAN,ALDH2,"Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2",446341.11,456817.44,451422.49,470454.12,450056.08,442441.31,393662.39,461353.36,465352.12,441006.32,453026.66,474329.96,435914.48,419633.01,397047.69,383519.76
sp|P13591|NCAM1_HUMAN,NCAM1,Neural cell adhesion molecule 1 OS=Homo sapiens OX=9606 GN=NCAM1 PE=1 SV=3,1214473.02,1192229.88,1261296.75,1224789.58,1029835.25,1131619.34,1151090.06,1178254.05,1070745.71,1432321.13,1373629.84,1121770.81,1128501.48,1017850.87,1190641.7,1075741.15
sp|Q96CT7|CC124_HUMAN,CCDC124,Coiled-coil domain-containing protein 124 OS=Homo sapiens OX=9606 GN=CCDC124 PE=1 SV=1,624796.32,580499.14,631465.02,631519.89,417175.78,586227.74,668462.51,765225.14,435824.74,877877.33,614081.26,545847.27,622645.12,343190.17,529663.3,416206.22
sp|Q9UKD2|MRT4_HUMAN,MRTO4,mRNA turnover protein 4 homolog OS=Homo sapiens OX=9606 GN=MRTO4 PE=1 SV=2,427297.24,463747.93,440878.58,453640.44,488792.88,453437.67,428899.97,384544.97,482677.82,372414.73,418356.76,449098.98,406637.82,437712.89,447041.28,488164.52
sp|P19623|SPEE_HUMAN,SRM,Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1,349712.45,354950.81,327619.29,333101.6,341273.1,345611.91,348291.25,337075.31,313111.53,273140.42,297741.73,307105.6,316870.79,329300.41,319445.59,350703.8
sp|Q13576|IQGA2_HUMAN,IQGAP2,Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens OX=9606 GN=IQGAP2 PE=1 SV=4,89698.99,118959.01,98326.21,96613.6,110465.86,99422.89,102814.99,85374.25,111722.97,91707.63,97806.7,108798.08,111478.42,137602.57,99261.58,119377.28
sp|Q92925|SMRD2_HUMAN,SMARCD2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Homo sapiens OX=9606 GN=SMARCD2 PE=1 SV=3,76645.99,58959.51,71737.24,65182.95,85101.78,78789.82,71954.96,62854.02,77346.41,88900.47,82012.27,75785.02,66349.2,68319.43,81144.8,83535.33
sp|O75175|CNOT3_HUMAN,CNOT3,CCR4-NOT transcription complex subunit 3 OS=Homo sapiens OX=9606 GN=CNOT3 PE=1 SV=1,170124.44,178817.18,127127.43,164583.59,177249.43,174422.91,160015.08,142000.65,110588.97,188558.8,160484.5,138688.78,124112.61,127425.45,204442.03,150704.33
sp|Q9NSD9|SYFB_HUMAN,FARSB,Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3,695945.1,646459.61,651371.28,644742.06,705377.39,706329.26,717596.41,741629.98,583028.3,630999.27,626989.62,632517.14,701596.53,709258.96,679067.62,711552.37
sp|P52758|RIDA_HUMAN,RIDA,2-iminobutanoate/2-iminopropanoate deaminase OS=Homo sapiens OX=9606 GN=RIDA PE=1 SV=1,248979.59,258409.15,256875.2,242981.71,243332.04,233666.52,246329.93,214698.81,269316.87,225962.1,279468.05,273887.92,252965.42,232159.85,235669.98,247471.59
sp|Q92824|PCSK5_HUMAN,PCSK5,Proprotein convertase subtilisin/kexin type 5 OS=Homo sapiens OX=9606 GN=PCSK5 PE=1 SV=4,231189.6,237760.4,224929.47,219593.93,247804.5,175530.21,236418.23,215028.3,191803.72,214514.87,231300.08,176969.1,241511.74,322799.96,183236.98,210535.56
sp|P22102|PUR2_HUMAN,GART,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,317097.39,305532.4,296123.01,296192,316899.58,304674.16,297184.96,292788.65,318989.57,287616.48,280546.68,304155.39,319309.5,334410.3,304282.03,307331.47
sp|Q7Z478|DHX29_HUMAN,DHX29,ATP-dependent RNA helicase DHX29 OS=Homo sapiens OX=9606 GN=DHX29 PE=1 SV=2,140215.77,139294.24,138788.61,134518.53,122291.68,116675.03,133761.93,126362.42,138346.91,141768.95,129859.33,135057.72,132736.93,128013.84,129695.09,119015.16
sp|Q4KMP7|TB10B_HUMAN,TBC1D10B,TBC1 domain family member 10B OS=Homo sapiens OX=9606 GN=TBC1D10B PE=1 SV=3,144069.42,141011.03,137058.79,138203.9,136320.11,140601.85,138179.9,151134.51,139458.71,147309.1,130691.71,143071.79,168546.19,135492.3,154895.95,144629.97
sp|P56182|RRP1_HUMAN,RRP1,Ribosomal RNA processing protein 1 homolog A OS=Homo sapiens OX=9606 GN=RRP1 PE=1 SV=1,141229.19,155107.76,156682.95,153960.78,152322.23,142066.22,141406,107423.7,129024.12,96818.5,103160.02,127849.4,137077.89,138951.34,123261.54,134228.2
sp|Q9C0H9|SRCN1_HUMAN,SRCIN1,SRC kinase signaling inhibitor 1 OS=Homo sapiens OX=9606 GN=SRCIN1 PE=1 SV=4,249233.73,243897.11,262373.44,259970.15,220175.95,252937.02,260390.29,277713,200356.61,340031.13,254274.11,242374.46,240027.49,191760.89,253013.97,214248.8
sp|P46926|GNPI1_HUMAN,GNPDA1,Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1,580812.76,510447.02,583335.27,570495.67,541869.18,612475.97,603138.74,690761.82,496133.4,578347.99,568634.87,539936.61,659852.65,528212.85,608416.64,602669.41
sp|P28838|AMPL_HUMAN,LAP3,Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3,365604.06,371388.14,366457.75,374261.32,403218.93,385816.38,369743.02,345150.93,417580.14,346061.5,373163.66,397265.18,386002.51,422637.65,405220.81,416289.82
sp|O75533|SF3B1_HUMAN,SF3B1,Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3,255459.12,267561.4,269601.33,260007.54,245437.62,232481.34,239702.87,242957.62,260008.31,265849.36,270865.26,253430.89,239463.87,220074.6,242412.75,240257.28
sp|Q9UBS0|KS6B2_HUMAN,RPS6KB2,Ribosomal protein S6 kinase beta-2 OS=Homo sapiens OX=9606 GN=RPS6KB2 PE=1 SV=2,97359.98,136212.96,115789.45,124440.73,128450.88,127168.66,143721.14,104530.98,138530.19,65492.13,118238.33,120565.25,113025.72,158813.33,118012,112889.45
sp|P11474|ERR1_HUMAN,ESRRA,Steroid hormone receptor ERR1 OS=Homo sapiens OX=9606 GN=ESRRA PE=1 SV=3,132413.91,144696.75,127317.33,135995.93,123257.87,137504.4,108277.73,104718.3,106316.81,85996.4,82894.62,93401.26,110217.65,117090.62,100704.93,122621.78
