ProteinAccession,GeneName,ProteinDescription,Group1_1,Group1_2,Group1_3,Group2_1,Group2_2,Group2_3,Group3_1,Group3_2,Group3_3,Group4_1,Group4_2,Group4_3,Group5_1,Group5_2,Group5_3,Group6_1,Group6_2,Group6_3
tr|A0A1C7CYX9|A0A1C7CYX9_HUMAN,DPYSL2,Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1,3955307.09,3876938.00,3840288.57,5100311.92,5352117.07,5036114.85,5039719.33,5064464.22,4898925.49,4576808.33,4523076.60,4497748.40,5894866.31,5890796.03,5806261.11,5832296.15,6111856.77,6230154.85
sp|Q8N183|NDUF2_HUMAN,NDUFAF2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=NDUFAF2 PE=1 SV=1,834869.81,852728.73,890915.32,738420.08,695730.09,764855.92,738846.81,713556.79,671192.41,1186323.49,1224499.69,1193470.10,1073290.99,1010182.50,1095138.67,875602.16,856106.51,844702.83
sp|P30086|PEBP1_HUMAN,PEBP1,Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3,11170568.33,11492865.89,12268446.84,12295935.56,11318987.62,12827995.08,16274747.88,13116301.05,14484080.85,12118810.16,11882968.17,11767929.99,12020983.92,10155598.29,11647829.72,18827539.36,19853030.74,17854425.50
sp|Q8TB36|GDAP1_HUMAN,GDAP1,Ganglioside-induced differentiation-associated protein 1 OS=Homo sapiens OX=9606 GN=GDAP1 PE=1 SV=3,228997.04,245927.54,238178.48,195363.59,183583.20,204438.92,186860.25,204232.43,201472.85,307390.34,291046.46,277378.17,261893.86,246729.67,284749.02,252147.32,241206.02,308928.04
sp|O43676|NDUB3_HUMAN,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Homo sapiens OX=9606 GN=NDUFB3 PE=1 SV=3,2025797.20,1923445.46,2076918.24,1651365.22,1604519.56,1694638.68,1490873.13,1366911.25,1357473.93,2194348.57,2419725.79,2206224.15,1983415.34,1816353.24,2210208.23,1492794.71,1524005.71,1497938.01
sp|O14949|QCR8_HUMAN,UQCRQ,Cytochrome b-c1 complex subunit 8 OS=Homo sapiens OX=9606 GN=UQCRQ PE=1 SV=4,3752788.42,3723234.81,3821307.70,2578051.37,2388087.44,2764504.43,2607857.60,2654079.08,2864576.24,4794477.76,4835707.33,4638636.08,3983236.39,4261165.48,4221936.61,3136251.38,3546358.52,3068287.74
sp|P27348|1433T_HUMAN,YWHAQ,14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,4152062.38,5071638.15,4861759.76,5897608.86,4838550.28,6451590.49,5881930.10,5827230.17,4609739.67,5288166.34,4896022.78,5166459.14,4540584.39,4200240.82,4658974.86,7454040.69,6186316.83,6391276.33
sp|P82909|RT36_HUMAN,MRPS36,"28S ribosomal protein S36, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS36 PE=1 SV=2",1242962.65,1243638.68,1204980.92,1124983.29,1082888.66,1138240.67,994817.32,967202.36,1042557.85,1296427.96,1291440.83,1308949.92,1598075.76,1614273.96,1573066.93,911533.44,920675.34,970586.97
sp|P07197|NFM_HUMAN,NEFM,Neurofilament medium polypeptide OS=Homo sapiens OX=9606 GN=NEFM PE=1 SV=3,350294.84,398685.57,395631.55,447707.19,379587.47,461721.42,321215.73,294676.44,268714.35,154184.44,150498.09,151470.88,154408.81,137596.25,153483.99,154166.89,131012.75,124792.82
sp|Q15599|NHRF2_HUMAN,SLC9A3R2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Homo sapiens OX=9606 GN=SLC9A3R2 PE=1 SV=2,200941.00,193886.42,185516.72,135237.02,118192.84,128715.76,165486.62,173057.45,216069.27,120992.63,118996.19,113481.33,119354.69,119681.82,111085.01,107543.82,98304.72,117312.75
sp|Q15599-3|NHRF2_HUMAN,SLC9A3R2,Isoform 3 of Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Homo sapiens OX=9606 GN=SLC9A3R2,166474.19,160478.84,156899.41,113896.97,95415.53,105291.45,134919.99,144445.18,177465.69,102548.65,99745.37,96419.91,103330.38,99375.54,92800.86,92366.62,84401.59,95109.37
sp|P02545|LMNA_HUMAN,LMNA,Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1,4039601.06,4207249.49,4010057.92,6947029.17,6619861.15,7012833.96,2846616.91,2641013.19,3613960.14,931589.81,869286.09,907756.80,1298605.92,1338598.57,1306094.33,785427.19,771569.24,880586.58
sp|P02545-2|LMNA_HUMAN,LMNA,Isoform C of Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA,3760392.10,3998411.03,3871254.69,6915788.30,6562393.91,6960279.01,2756609.94,2558470.48,3312814.96,977308.85,934625.13,941340.41,1284712.85,1284752.55,1302038.56,844468.43,837072.37,947886.59
sp|P11137|MTAP2_HUMAN,MAP2,Microtubule-associated protein 2 OS=Homo sapiens OX=9606 GN=MAP2 PE=1 SV=4,525027.61,522338.01,544518.76,312113.99,295905.03,313881.27,746389.43,769241.87,682902.97,802936.49,786903.40,765525.43,752208.17,680722.05,725864.78,1016072.23,1185029.39,1031811.77
sp|P11137-4|MTAP2_HUMAN,MAP2,Isoform 4 of Microtubule-associated protein 2 OS=Homo sapiens OX=9606 GN=MAP2,535986.65,521814.07,535398.62,277007.83,256689.53,266272.09,710852.90,749116.65,677583.18,752599.84,721644.05,740416.82,699172.39,654384.47,661095.80,928495.94,1070425.87,928379.17
sp|Q03252|LMNB2_HUMAN,LMNB2,Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4,48786780.17,48403570.33,47213472.45,23528699.44,22153955.49,24440800.73,34340768.27,35452669.11,37774716.21,37034466.95,38626655.63,37323354.32,38537199.03,38399171.64,38538906.00,25642488.77,25113395.55,26410703.33
sp|P09972|ALDOC_HUMAN,ALDOC,Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2,1847919.76,1733045.11,1649126.30,2140089.03,2114099.87,2128972.09,1759771.00,2190496.65,2465097.05,1749257.20,1688898.00,1703684.78,2305368.12,2527152.45,2071837.76,2347994.88,2198846.92,2184169.19
sp|P37840|SYUA_HUMAN,SNCA,Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1,515068.86,527289.72,519754.46,577343.69,524484.28,596858.54,663595.48,626321.55,610477.80,650994.46,574712.30,634800.73,755780.54,690832.53,794716.80,1008072.96,806844.73,857208.80
sp|O43768|ENSA_HUMAN,ENSA,Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1,2428103.93,2554225.41,2590233.93,2795580.66,2534598.13,2951618.19,3671491.30,3520319.50,3520104.97,2694657.41,2690445.22,2582092.95,2644298.02,2216693.69,2448810.68,3919994.83,4188739.47,3636816.85
tr|Q5T5H1|Q5T5H1_HUMAN,ENSA,Alpha-endosulfine OS=Homo sapiens OX=9606 GN=ENSA PE=1 SV=1,2428103.93,2554225.41,2590233.93,2795580.66,2534598.13,2951618.19,3671491.30,3520319.50,3520104.97,2694657.41,2690445.22,2582092.95,2644298.02,2216693.69,2448810.68,3919994.83,4188739.47,3636816.85
sp|Q06830|PRDX1_HUMAN,PRDX1,Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,15235221.42,15501036.78,16171600.15,28652603.71,25273911.77,29282797.16,20950102.09,18894783.87,20108270.29,15553220.33,15466361.25,15341350.37,17089820.73,14966338.12,16636244.85,23222829.57,23371253.82,21257100.85
sp|Q15435|PP1R7_HUMAN,PPP1R7,Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PPP1R7 PE=1 SV=1,2139902.30,2295043.52,2279465.39,2644212.42,2641845.88,2729587.55,2663065.65,3120575.98,3233634.96,1955915.86,2019798.55,1930976.36,2653844.97,2547893.66,2459775.12,2524796.16,2734962.68,2695713.74
sp|P18859|ATP5J_HUMAN,ATP5PF,"ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF PE=1 SV=1",9051293.27,9108540.24,9644928.90,7459184.52,6978044.69,7620970.06,6688504.65,6220275.83,6814679.15,11430206.25,12281308.73,11687851.85,15953673.36,14708187.56,15308618.22,7180860.43,7869559.84,6974889.82
sp|Q9BQE3|TBA1C_HUMAN,TUBA1C,Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1,1164973.94,1150948.82,1052413.01,2116457.97,2165725.76,2149290.94,1327874.26,1418901.31,1463645.64,994712.85,937739.76,1008685.91,1234239.16,1369031.19,1279517.33,1158827.01,1228308.79,1243384.79
sp|P16949|STMN1_HUMAN,STMN1,Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3,6530987.71,6697659.06,6948515.57,6220725.18,5352089.04,6217189.26,11092684.91,10366785.38,9701601.61,7132047.03,6910542.68,7008118.69,6400203.60,5250951.60,6008461.61,11443501.17,11065971.01,11018697.76
sp|P99999|CYC_HUMAN,CYCS,Cytochrome c OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=2,2067398.29,2065731.46,2066099.85,1686485.99,1594434.10,1667539.94,1761426.99,1740855.94,1813091.23,2508441.71,2551387.70,2504583.56,2409545.78,2327012.37,2378739.35,1930902.86,1893595.16,1929234.31
sp|P18124|RL7_HUMAN,RPL7,60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,5954425.99,5886228.63,6227948.85,6029971.17,6294507.35,6220663.70,5150004.55,5594481.47,5912986.32,6383880.45,5614524.41,5721858.90,7243221.19,7172480.14,6978568.01,7843188.36,7799447.70,5534695.62
sp|P05091|ALDH2_HUMAN,ALDH2,"Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2",2116545.32,2168793.92,2129807.63,1936958.72,1815377.37,2034110.58,1734482.10,1466479.49,1527450.80,2821370.31,2758522.71,2778848.15,2730657.33,2911153.55,2953821.44,1851648.22,1964088.37,1918253.85
sp|Q00765|REEP5_HUMAN,REEP5,Receptor expression-enhancing protein 5 OS=Homo sapiens OX=9606 GN=REEP5 PE=1 SV=3,1979719.14,2069071.92,2132366.58,2908768.08,2672558.69,3074406.28,1703896.22,1563766.46,1803605.12,1443525.46,1542807.49,1454162.82,1494686.22,1283992.17,1513654.35,1232212.58,1196288.14,1142063.92
sp|Q6NZI2|CAVN1_HUMAN,CAVIN1,Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1,44456.67,42063.34,37155.98,84514.19,85649.77,76725.60,44177.23,41854.47,55674.12,24282.97,21927.84,27464.57,41839.18,55898.15,36252.68,30145.50,29995.62,28857.09
sp|P08238|HS90B_HUMAN,HSP90AB1,Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4,511088.47,552565.83,513871.87,574467.63,552617.70,568314.86,634662.79,766130.72,680642.40,605186.32,584193.59,637625.20,921875.44,1049382.92,887567.20,788735.06,787598.58,799464.67
sp|P14314|GLU2B_HUMAN,PRKCSH,Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2,20891916.62,21284083.81,20970988.41,18356110.87,17025687.91,18531363.18,16507342.79,16403688.43,15927127.95,19615668.62,19979699.70,19725421.12,25297256.18,24666049.49,25716956.95,14176625.98,13942849.79,14354015.13
tr|K7ELL7|K7ELL7_HUMAN,PRKCSH,Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=1,20803986.98,21180189.76,21096204.25,18343344.20,16920476.08,18556416.81,16562424.53,16231434.60,15739279.76,19682132.43,20173108.84,19843865.84,25101235.30,24271345.98,25584079.99,14356832.03,14167129.11,14487974.14
sp|P63104|1433Z_HUMAN,YWHAZ,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1,5347772.58,5180554.20,6006134.91,7151798.87,6530265.23,7648246.20,7693509.60,5495432.48,5450684.41,6622761.79,7212307.66,6590245.28,7380731.98,5825085.18,8379976.81,9617128.86,11305742.22,9532130.96
sp|Q14247|SRC8_HUMAN,CTTN,Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,1273895.25,1363022.13,1387161.28,1781794.68,1632349.53,1884304.15,1444329.85,1425298.80,1611127.09,1062679.55,1057887.58,1002321.55,1076116.50,959522.89,1043457.17,1337849.64,1369111.61,1333540.91
sp|O95298|NDUC2_HUMAN,NDUFC2,NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Homo sapiens OX=9606 GN=NDUFC2 PE=1 SV=1,1834366.96,1877670.02,2014947.28,1656086.51,1436936.30,1771386.70,1453186.26,1400460.26,1224270.42,2175803.51,2324498.84,2145542.02,1788075.38,1591267.31,1946741.31,1569237.04,1493145.82,1395638.79
sp|P05023|AT1A1_HUMAN,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1,1189773.92,1220045.31,1499124.07,1353738.84,1255268.43,1467421.84,1143869.45,911187.44,841142.34,1282834.11,1438677.63,1232467.01,1134748.49,988669.39,1176450.69,1083824.22,1098156.06,985756.59
sp|P12235|ADT1_HUMAN,SLC25A4,ADP/ATP translocase 1 OS=Homo sapiens OX=9606 GN=SLC25A4 PE=1 SV=4,3953819.59,3640867.11,3540615.21,4387184.98,3869329.23,4399608.03,2894549.41,2562141.36,2547798.81,4032290.98,4021770.37,4074004.04,3656794.23,3996133.86,4115230.18,2988389.26,2944012.25,3005096.61
sp|P32119|PRDX2_HUMAN,PRDX2,Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5,19712452.32,19990933.23,20253649.23,22250175.12,20827174.96,22610303.05,26373575.91,26521165.37,25538600.22,24683247.10,25433402.31,24977618.14,27519523.51,24704620.98,26388958.53,36203430.51,36620482.30,37003257.61
sp|P30711|GSTT1_HUMAN,GSTT1,Glutathione S-transferase theta-1 OS=Homo sapiens OX=9606 GN=GSTT1 PE=1 SV=4,125582.78,134128.87,148330.31,178805.67,183551.06,200709.26,169799.46,159255.38,171022.69,126514.46,129968.19,120892.17,136535.92,121791.29,128432.78,191152.49,175509.36,167097.71
tr|A0A0G2JRG0|A0A0G2JRG0_HUMAN,GSTT1,Glutathione S-transferase theta-1 OS=Homo sapiens OX=9606 GN=GSTT1 PE=1 SV=1,408506.49,384969.85,419776.63,749908.74,661061.47,773152.16,449728.99,419373.40,585306.71,224120.64,205742.41,212132.57,221876.81,186355.70,210359.89,271744.10,289882.14,271192.73
sp|P22061|PIMT_HUMAN,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4,3481994.45,3504200.02,3438097.44,3731437.94,3455205.73,3777406.33,3557003.28,3747495.01,4017304.11,3444154.94,3416447.84,3419764.02,4146918.44,4178329.31,4030973.31,3816770.90,4081660.20,3961004.42
sp|P13073|COX41_HUMAN,COX4I1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1",11427163.99,11736011.97,11977944.84,8722165.05,7983358.90,9140034.90,8502171.16,8380604.93,8523224.82,14447152.21,14809517.47,14186272.20,12635081.30,12323692.72,14093339.77,9530504.37,9850761.37,9346281.73
sp|Q9UHG2|PCS1N_HUMAN,PCSK1N,ProSAAS OS=Homo sapiens OX=9606 GN=PCSK1N PE=1 SV=1,54295.84,45986.21,45466.78,67948.43,79431.33,60594.34,44390.07,56470.88,47048.00,90710.75,91432.06,94816.89,147386.17,158928.06,120450.52,72467.59,73395.24,95303.58
sp|Q16643|DREB_HUMAN,DBN1,Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4,3291117.45,3316462.16,3279921.34,1965311.78,1857905.66,1952226.31,3260611.77,3330763.82,3169274.14,3281453.52,3263359.14,3278505.39,3670313.28,3649099.35,3614346.55,2850268.61,3012044.31,2945747.81
sp|P08559|ODPA_HUMAN,PDHA1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA1 PE=1 SV=3",4965512.61,4675163.55,4804304.94,4413917.12,4264931.60,4567709.61,2957063.16,2488926.57,2765468.83,5188471.48,5767915.26,5346700.70,3468554.03,3229472.30,5101997.37,2908655.72,3048161.15,2993215.79
sp|Q16181-2|SEPT7_HUMAN,SEPTIN7,Isoform 2 of Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7,40834.59,40024.34,33747.95,32083.07,30225.35,30032.76,44077.53,53410.67,66466.29,33968.72,30648.27,38704.10,46465.49,44402.56,35078.52,43495.42,35616.14,48164.37
sp|P06396|GELS_HUMAN,GSN,Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1,4081129.54,4345548.03,4230356.82,6664544.95,6075111.58,6850042.90,4044665.25,3655303.02,5008632.48,938174.93,902239.02,940897.31,1331439.75,1325496.49,1357819.42,1058838.64,874785.35,1071002.44
sp|P23396|RS3_HUMAN,RPS3,40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2,17991068.82,17875729.42,17245540.10,21817402.43,21886505.80,20267854.89,18239251.40,16640419.43,15301001.36,17050552.08,17288062.69,17922378.90,19134226.09,16623978.88,20520796.06,19185225.29,19502278.45,17734891.78
sp|P09936|UCHL1_HUMAN,UCHL1,Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Homo sapiens OX=9606 GN=UCHL1 PE=1 SV=2,13668889.70,13854728.06,15056518.33,22612520.88,21244674.67,23618121.11,19530495.02,17534534.54,16309074.69,18741538.26,18666810.99,17987856.97,20871131.08,18464381.13,20793913.63,26815868.63,29236629.70,24793914.09
sp|P26038|MOES_HUMAN,MSN,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,14099735.18,13947950.82,15100591.24,19877741.28,17750667.12,20702652.45,19646271.13,18381772.42,20120964.18,12202944.22,12460832.45,12076318.74,12701275.72,11389653.05,11874169.57,16023141.88,16318286.10,15412399.88
sp|P07900|HS90A_HUMAN,HSP90AA1,Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5,10866410.24,11129618.42,11237036.37,16261388.95,15061125.43,15987889.25,15873459.89,14320033.65,11700618.01,13823969.13,13513651.07,14032187.39,17057890.04,15742808.86,17217380.02,18155777.98,17917436.35,19206008.31
sp|Q01082|SPTB2_HUMAN,SPTBN1,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2",4448890.69,4531711.59,4638200.47,5154072.20,4814084.68,5297537.14,4331878.26,4138775.12,4537889.50,3707930.35,3725230.57,3639662.84,3850770.06,3695836.46,3778742.03,3335786.36,3359712.57,3245963.71
sp|Q01082-2|SPTB2_HUMAN,SPTBN1,"Isoform Short of Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1",4482330.11,4466927.21,4538611.76,5112945.26,4845235.81,5177018.98,4225671.07,4093048.03,4537162.50,3683221.67,3709663.53,3663074.25,4055944.46,3887091.75,3923742.70,3237130.34,3303440.68,3248034.74
sp|Q01082-3|SPTB2_HUMAN,SPTBN1,"Isoform 2 of Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1",4482330.11,4466927.21,4538611.76,5112945.26,4845235.81,5177018.98,4225671.07,4093048.03,4537162.50,3683221.67,3709663.53,3663074.25,4055944.46,3887091.75,3923742.70,3237130.34,3303440.68,3248034.74
sp|Q9BY11|PACN1_HUMAN,PACSIN1,Protein kinase C and casein kinase substrate in neurons protein 1 OS=Homo sapiens OX=9606 GN=PACSIN1 PE=1 SV=1,49647.98,47305.60,51587.05,68677.96,64941.71,61716.93,56576.26,49863.49,52862.21,60638.74,64021.88,61161.94,68569.39,74960.42,69919.28,78014.86,92435.01,83561.24
sp|P46108|CRK_HUMAN,CRK,Adapter molecule crk OS=Homo sapiens OX=9606 GN=CRK PE=1 SV=2,873167.12,840762.63,680110.33,743777.89,726706.92,768805.31,849923.51,1131803.68,1153994.77,595992.56,577088.89,654270.90,766986.37,874149.99,712029.56,702827.61,679448.05,737479.51
sp|P49418|AMPH_HUMAN,AMPH,Amphiphysin OS=Homo sapiens OX=9606 GN=AMPH PE=1 SV=1,167056.13,168987.97,166402.39,105956.34,105913.77,109474.31,216338.17,229085.95,201102.18,152005.71,155016.11,156587.19,195877.77,189191.54,183107.32,218485.11,222808.95,192851.64
sp|O43491|E41L2_HUMAN,EPB41L2,Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1,1808867.43,1830101.54,1903780.42,1510614.80,1409704.11,1564738.31,2085510.52,1916112.11,2103020.76,939895.00,940426.10,931303.17,945566.08,878727.80,886714.80,1021848.87,953995.46,965549.12
tr|H0Y5B0|H0Y5B0_HUMAN,EPB41L2,Band 4.1-like protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1,1748691.77,1816817.89,1817886.52,1421896.20,1403541.55,1493201.40,2000237.70,1896287.11,2074379.94,975574.10,954952.51,954822.32,968082.49,907854.42,912328.09,1060858.78,952919.81,1031802.46
tr|E9PN54|E9PN54_HUMAN,EPB41L2,Band 4.1-like protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1,508931.42,472257.17,537510.42,372267.83,381901.01,389082.69,561440.63,410460.18,503852.03,230616.48,280388.06,207416.15,220227.72,176666.35,223636.41,258069.31,229865.48,203392.40
tr|E9PMG5|E9PMG5_HUMAN,EPB41L2,Band 4.1-like protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1,1389467.22,1427833.87,1348048.89,1051166.43,1034557.65,1103132.81,1504952.74,1451295.51,1570680.40,675148.77,671940.44,666795.90,696131.48,641032.87,660741.31,698026.53,639578.41,682956.98
sp|Q96CT7|CC124_HUMAN,CCDC124,Coiled-coil domain-containing protein 124 OS=Homo sapiens OX=9606 GN=CCDC124 PE=1 SV=1,1679094.62,1843258.12,1762452.18,1624978.53,1540989.35,1762722.25,2288887.68,2204126.54,2141689.78,1551125.16,1514490.22,1524225.69,1357593.47,1236615.07,1241315.47,2171181.50,1900630.18,1888107.52
sp|P09543|CN37_HUMAN,CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens OX=9606 GN=CNP PE=1 SV=2",2655211.57,2579133.37,2556985.03,2241288.12,2335425.00,2322905.88,2250809.20,2167826.05,2241826.29,1816882.25,1850816.23,1867385.94,1592392.48,1674610.86,1651848.14,1510236.61,1562645.63,1596721.71
sp|P24539|AT5F1_HUMAN,ATP5PB,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2",4398217.05,4498739.94,4746285.30,3852250.87,3414338.13,3990930.23,3557348.76,3286036.42,3394826.49,5329481.66,5587047.34,5370825.77,4544064.74,4415971.60,5144168.70,3726080.37,3857194.60,3700497.09
sp|Q01995|TAGL_HUMAN,TAGLN,Transgelin OS=Homo sapiens OX=9606 GN=TAGLN PE=1 SV=4,1661069.02,1710879.84,1895478.08,689920.55,637528.72,724366.08,3036160.14,2510187.87,2216156.50,277862.51,239905.81,252641.75,280140.44,278647.96,274646.73,276866.00,264631.10,266510.06
sp|P08621|RU17_HUMAN,SNRNP70,U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2,845977.28,849703.07,896216.80,623901.15,546495.58,658531.61,893577.68,801308.82,770458.64,867245.53,865652.78,851840.24,627444.77,579178.74,575491.72,952655.09,928143.88,852435.77
sp|P25705|ATPA_HUMAN,ATP5F1A,"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",16438085.15,17507733.43,16998605.34,14798721.37,13700449.90,14241726.19,13158094.25,13626407.36,13257250.51,18172372.49,19485024.84,18640162.98,21557466.62,21292604.20,22412479.53,15087083.64,14832017.82,15360760.94
sp|P15311|EZRI_HUMAN,EZR,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4,7225903.98,7436291.36,7808571.15,13971735.61,12114437.31,14575650.26,10071307.16,9006352.42,9846972.22,5182464.87,5362500.81,5262206.24,6629440.14,5763317.14,6643802.31,7517374.41,7847665.91,7337709.15
sp|P05141|ADT2_HUMAN,SLC25A5,ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7,1566104.67,3124008.10,1366514.66,1930534.95,1910968.88,2762086.71,966292.28,1143722.13,1207940.69,3372565.62,5007725.54,4033442.52,2396541.12,1644852.37,2960544.76,4061144.63,1248773.60,3808429.75
sp|P43686|PRS6B_HUMAN,PSMC4,26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,92129.55,87965.37,80690.28,107669.60,101213.06,92954.32,100176.18,126450.28,126139.79,65905.53,68038.13,70489.49,109268.58,130707.81,118368.22,88552.65,101433.41,94044.63
sp|Q92599|SEPT8_HUMAN,SEPTIN8,Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=4,458532.80,474861.02,462337.32,438425.45,418270.70,427236.10,550890.89,604666.55,662342.66,372204.05,367145.81,380764.61,437145.16,454264.58,419016.98,440233.85,396796.77,447540.81
sp|Q92599-2|SEPT8_HUMAN,SEPTIN8,Isoform 2 of Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8,458532.80,474861.02,462337.32,438425.45,418270.70,427236.10,550890.89,604666.55,662342.66,372204.05,367145.81,380764.61,437145.16,454264.58,419016.98,440233.85,396796.77,447540.81
sp|P12236|ADT3_HUMAN,SLC25A6,ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4,17977801.50,16816220.43,17245688.00,16356812.93,14691444.12,16705974.83,13715343.10,11793193.39,11632421.78,22076512.30,22905374.50,22239904.11,18859136.20,18823588.79,21182827.04,15017832.54,15975019.37,15525219.71
sp|Q8N8S7|ENAH_HUMAN,ENAH,Protein enabled homolog OS=Homo sapiens OX=9606 GN=ENAH PE=1 SV=2,1472373.17,1503347.69,1514576.48,1415907.15,1344724.68,1462850.10,1958771.49,2003970.90,1873810.23,1649477.56,1626092.31,1606312.04,1849526.81,1797303.57,1734980.75,1942828.93,1936622.49,1800379.81
