protein,species,quant,EA100915_05,EA100915_06,EA100915_09,EA100915_10,EA100915_13,EA100915_14,EA100915_18,EA100915_21,EA100915_25,EA100915_26,EA100915_29,EA100915_30,EA100915_33,EA100915_34,EA100915_38,EA100915_41
>sp|O14949|QCR8_HUMAN Cytochrome b-c1 complex subunit 8 OS=Homo sapiens GN=UQCRQ PE=1 SV=4,human,dia,481511.4609,669979.9842,378831.9002,493645.7609,482382.4562,552772.0664,575157.4121,648792.5865,639577.284,527469.638,492595.4952,386306.4537,405124.7822,515149.0594,672396.1787,440850.8727
>sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens GN=MYL12B PE=1 SV=2;>sp|P19105|ML12A_HUMAN Myosin regulatory light chain 12A OS=Homo sapiens GN=MYL12A PE=1 SV=2,human,dia,971227.539,1121889.154,994872.1944,859509.2521,1066115.688,1146449.358,995948.4522,1188730.881,957773.1506,1262015.35,1158077.699,1283744.1,1111444.082,1248359.431,1131567.883,1174365.006
>sp|O14964|HGS_HUMAN Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens GN=HGS PE=1 SV=1,human,dia,172106.6172,174482.8267,152052.5237,129093.9734,148481.8929,227462.5556,137151.1652,185822.3743,119582.1857,114522.1878,164592.4683,131291.0667,110734.2024,170996.9684,192857.0741,170786.0832
>sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1,human,dia,141384.6074,220121.6046,229404.278,270341.8338,273569.2516,142314.5783,266043.872,273699.5423,250554.0792,239324.0724,285021.6594,245214.8147,183579.569,130016.9804,184224.8211,241603.8771
>sp|O14976|GAK_HUMAN Cyclin-G-associated kinase OS=Homo sapiens GN=GAK PE=1 SV=2,human,dia,128285.5313,122945.7046,123806.1394,136408.4769,98262.46581,115246.8196,105099.5608,117337.5159,113379.5688,135606.8759,75014.23104,141453.7202,142420.226,101342.4194,111558.9996,131588.5539
>sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=1 SV=3,human,dia,1441319.547,1378177.771,1647525.799,1544264.046,1428513.729,1282436.75,1354358.858,1260485.658,1422432.689,1258306.917,1448733.616,1003761.27,1458176.547,1459282.361,1404889.823,1386388.59
>sp|O14980|XPO1_HUMAN Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1,human,dia,2604034.646,2554192.085,2770544.504,2498737.328,2084204.717,2939676.821,2514322.969,2926946.38,2679532.184,2822248.739,2574550.348,2547385.08,2624143.305,2479145.18,2457090.561,2408660.239
">sp|O15020|SPTN2_HUMAN Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens GN=SPTBN2 PE=1 SV=3",human,dia,23577.97266,41112.92892,13635.12368,17166.46361,13898.35717,NA,40245.57778,16504.18984,26420.78238,34533.48654,29291.25067,18273.10197,30915.76672,37937.31963,30686.52729,21960.05249
>sp|O15027|SC16A_HUMAN Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=3,human,dia,26884.75,40631.61793,23561.37373,12605.25867,36644.04513,29167.15996,33928.36234,27645.4435,37883.27413,30269.60153,33549.78656,37682.35224,11236.87772,8670.263355,33138.2101,19477.8422
>sp|O15042|SR140_HUMAN U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2,human,dia,511103.5117,649974.5242,1075377.509,782146.3165,816145.8864,756929.8573,822655.8005,754225.0173,1017783.351,728528.1904,615224.1277,672960.5318,1019644.904,702748.9603,1000486.157,1037178.934
>sp|O15067|PUR4_HUMAN Phosphoribosylformylglycinamidine synthase OS=Homo sapiens GN=PFAS PE=1 SV=4,human,dia,346054.9043,258848.0766,304093.1759,349610.2845,325094.4447,343586.3919,383400.5349,365163.7153,308879.1698,284170.332,358357.0139,291180.6242,355458.1787,363549.9344,332537.9712,305139.3021
>sp|O15091|MRRP3_HUMAN Mitochondrial ribonuclease P protein 3 OS=Homo sapiens GN=KIAA0391 PE=1 SV=2,human,dia,43879.86719,50636.75772,62395.4209,59243.52666,28704.44455,58246.60547,38375.60841,29536.1768,12538.58307,52574.70349,68103.84393,65344.52727,42358.19412,49875.87545,42416.34744,46590.0504
>sp|O15116|LSM1_HUMAN U6 snRNA-associated Sm-like protein LSm1 OS=Homo sapiens GN=LSM1 PE=1 SV=1,human,dia,130604.5313,192038.8567,206966.159,163676.6596,102640.5385,153660.1688,155366.0891,179777.7185,172253.7921,172759.3914,172843.9512,126627.1653,117032.5195,136929.4793,160030.6906,142352.9489
>sp|O15127|SCAM2_HUMAN Secretory carrier-associated membrane protein 2 OS=Homo sapiens GN=SCAMP2 PE=1 SV=2,human,dia,84540.28906,64568.83877,39369.7342,84177.15215,70780.92593,80227.63303,67472.23636,68440.99987,68740.05306,95874.16898,77966.76834,88505.98163,59014.12255,77601.74636,80538.7407,77197.24684
>sp|O15143|ARC1B_HUMAN Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens GN=ARPC1B PE=1 SV=3,human,dia,704689.6876,886886.9084,943609.4932,939673.793,864647.051,1009271.585,613751.8227,721496.9202,881502.7384,735866.2299,639297.0465,856899.4257,971852.1775,737782.9968,1017326.428,969227.3465
>sp|O15144|ARPC2_HUMAN Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens GN=ARPC2 PE=1 SV=1,human,dia,1786811.035,1600592.035,1500696.996,1715814.944,1838344.774,1647385.749,2075210.544,2020270.746,1653256.661,1721554.467,1726304.664,1473183.915,1820850.145,1761465.63,1776294.143,1993561.751
>sp|O15145|ARPC3_HUMAN Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens GN=ARPC3 PE=1 SV=3,human,dia,1754796.961,1354073.081,1653762.543,1584797.138,1507617.089,1591898.964,1811760.836,1861019.508,1749081.816,1822917.427,1641136.819,1953173.987,1688269.305,1928912.392,1619170.223,1653602.579
>sp|O15173|PGRC2_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens GN=PGRMC2 PE=1 SV=1,human,dia,509826.3047,528805.1337,384007.0861,536236.6093,462799.9454,464900.1393,553631.5707,422506.6793,404008.4137,487432.026,564030.5394,532289.5924,474342.9033,518582.3732,508940.4836,574392.2327
>sp|O15212|PFD6_HUMAN Prefoldin subunit 6 OS=Homo sapiens GN=PFDN6 PE=1 SV=1,human,dia,435218.6406,421003.5881,356814.4571,518059.1535,458993.2303,451859.585,385390.9173,349184.2144,425035.899,469612.9662,351336.7946,433386.9128,442815.3229,401070.5664,352874.1069,393110.6704
>sp|O15258|RER1_HUMAN Protein RER1 OS=Homo sapiens GN=RER1 PE=1 SV=1,human,dia,110274.4609,72316.57883,102559.6961,119029.8147,116632.2187,122464.1989,96324.8885,93040.1042,112071.1567,137215.8515,76887.56732,145402.2449,145709.3575,112493.2166,155045.241,131096.444
>sp|O15260|SURF4_HUMAN Surfeit locus protein 4 OS=Homo sapiens GN=SURF4 PE=1 SV=3,human,dia,1243350.227,1220072.314,1291523.096,1185406.663,1044350.098,888489.4534,913322.5021,997499.0429,1445390.169,1008221.854,1067317.772,1163968.722,1014149.843,1079059.676,1215063.196,907228.8826
>sp|O15270|SPTC2_HUMAN Serine palmitoyltransferase 2 OS=Homo sapiens GN=SPTLC2 PE=1 SV=1,human,dia,42662.52344,39584.93989,42048.01704,20482.82224,41423.80789,40983.0106,38371.21278,40749.21695,34565.97275,45373.87202,44945.30608,44656.82589,38059.72321,28514.35157,18143.73705,40299.69847
>sp|O15294|OGT1_HUMAN UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens GN=OGT PE=1 SV=3,human,dia,52391.79297,44968.48889,47728.79553,37081.34552,48312.17806,55680.87715,44386.98294,34986.32248,46586.56868,43044.34761,67855.56249,41358.8131,53346.28963,36163.81167,36986.78339,39452.60603
>sp|O15305|PMM2_HUMAN Phosphomannomutase 2 OS=Homo sapiens GN=PMM2 PE=1 SV=1,human,dia,322556.1485,301370.4779,307570.6953,331766.9533,231280.4868,161810.3737,196305.9594,229833.4962,225417.5285,213445.647,176576.0012,280070.414,297068.0878,233517.7035,312706.3613,268461.0129
">sp|O15327|INP4B_HUMAN Type II inositol 3,4-bisphosphate 4-phosphatase OS=Homo sapiens GN=INPP4B PE=2 SV=4",human,dia,106911.1641,57204.57104,54762.01139,63261.31217,106169.4509,129993.1923,174970.8054,112205.9599,82738.40811,164936.8808,111002.7268,144802.4479,152367.9095,38579.84704,70520.28525,39591.98392
>sp|O15347|HMGB3_HUMAN High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4,human,dia,505147.0234,453507.0522,412845.9333,567311.693,344794.5012,554449.7844,566484.7444,557301.9186,449930.8148,416098.9649,456184.4074,418529.7209,294689.2662,505547.258,382799.2642,546584.4929
>sp|O15355|PPM1G_HUMAN Protein phosphatase 1G OS=Homo sapiens GN=PPM1G PE=1 SV=1,human,dia,2680924.599,2691737.664,2679516.229,2321127.853,2472156.822,2581131.014,2572099.936,2239209.465,2619342.642,3200728.074,3015454.548,2672790.589,2627276.856,2682567.803,2508940.634,2781694.381
>sp|O15371|EIF3D_HUMAN Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1,human,dia,1339594.563,1209274.475,1311014.574,1269507.402,1139769.34,1207878.409,1328850.702,1216058.023,1265848.592,1347695.782,1212864.639,1177822.574,1192792.492,1161963.025,1328725.272,1368395.839
>sp|O15372|EIF3H_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3H PE=1 SV=1,human,dia,266369.2871,388345.2415,351579.9078,546046.7575,400850.1057,389481.3161,394359.2866,362554.8671,407179.653,350151.3451,388777.5119,303636.1808,379095.8756,396943.0215,455103.587,340355.8069
">sp|O15382|BCAT2_HUMAN Branched-chain-amino-acid aminotransferase, mitochondrial OS=Homo sapiens GN=BCAT2 PE=1 SV=2",human,dia,345747.8887,500044.4378,472195.5176,501059.0511,500384.8784,522292.4977,414599.5145,441530.5973,356249.8012,582738.7497,507496.022,578518.7956,606098.8862,532816.2457,512670.8441,459983.1854
>sp|O15391|TYY2_HUMAN Transcription factor YY2 OS=Homo sapiens GN=YY2 PE=2 SV=1;>sp|P25490|TYY1_HUMAN Transcriptional repressor protein YY1 OS=Homo sapiens GN=YY1 PE=1 SV=2;>sp|Q96MM3|ZFP42_HUMAN Zinc finger protein 42 homolog OS=Homo sapiens GN=ZFP42 PE=1 SV=2,human,dia,38415.54688,62929.00312,51323.16948,52016.66794,43339.2812,58424.44051,53010.50122,55283.02349,18802.45687,50637.29944,35735.50353,45910.49698,65057.91492,33575.33656,29257.34526,44382.53845
>sp|O15417|TNC18_HUMAN Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens GN=TNRC18 PE=1 SV=3,human,dia,471815.875,473524.029,639697.014,605958.7324,520707.6748,859025.7856,707970.2691,643564.1876,627157.294,304686.3717,595534.3202,354988.4829,680191.0896,456045.4038,711772.1652,503248.2603
>sp|O15446|RPA34_HUMAN DNA-directed RNA polymerase I subunit RPA34 OS=Homo sapiens GN=CD3EAP PE=1 SV=1,human,dia,67245.59375,63955.75207,65341.51637,79728.13995,79928.36849,70789.82256,63275.84472,59940.27795,25789.256,76031.79631,77351.96088,83557.67161,71465.78722,59226.02214,68086.15071,95145.55131
>sp|O15511|ARPC5_HUMAN Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens GN=ARPC5 PE=1 SV=3,human,dia,218690.0469,285075.3136,169397.5338,165544.0829,278472.5204,274414.9754,286851.4949,220634.2511,211292.7421,189232.8069,232335.6651,122793.1244,105138.1954,220878.7173,259337.7184,142157.7094
>sp|O15551|CLD3_HUMAN Claudin-3 OS=Homo sapiens GN=CLDN3 PE=1 SV=1,human,dia,334370.2344,218727.9325,339576.4136,263541.0955,258762.5012,288088.1212,384672.0887,252677.6805,430963.3959,388734.2639,516257.8307,378319.2392,429448.1054,327222.8754,311183.3351,362531.3186
>sp|O43143|DHX15_HUMAN Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2,human,dia,5679779.348,4220296.677,5449792.08,4882936.853,5373812.881,5304560.873,4680798.942,4899644.548,5469814.036,5184156.274,5335918.457,5658934.612,5599263.434,5223642.296,5202111.766,5236836.222
>sp|O43156|TTI1_HUMAN TELO2-interacting protein 1 homolog OS=Homo sapiens GN=TTI1 PE=1 SV=3,human,dia,39267.92188,17661.31701,42372.54172,32630.03795,22822.05465,37675.85475,31163.3052,40895.57686,26981.76861,27920.91186,22920.08586,37078.31022,42751.82467,35913.41864,41224.63945,35682.43492
>sp|O43169|CYB5B_HUMAN Cytochrome b5 type B OS=Homo sapiens GN=CYB5B PE=1 SV=2,human,dia,152984.2735,101227.6109,177884.5225,134829.8406,159034.1454,136176.1528,135984.3324,179285.9468,203225.0706,130343.4608,150128.5146,178528.1953,222079.796,177437.4326,130649.226,120635.689
>sp|O43172|PRP4_HUMAN U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens GN=PRPF4 PE=1 SV=2,human,dia,852808.5705,719024.9264,661092.8767,636130.0663,618807.837,764105.0765,735275.8134,596598.348,670298.4215,675997.0013,712728.1163,696589.272,751418.7216,791648.6897,589353.262,619651.6802
>sp|O43175|SERA_HUMAN D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4,human,dia,2623994.99,3183333.066,3216455.623,3203889.078,2805693.628,2836141.087,3181080.9,3255358.062,3227923.8,2510453.805,3349695.431,3209576.255,3088475.46,2966606.131,3275208.494,3123580.973
>sp|O43237|DC1L2_HUMAN Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens GN=DYNC1LI2 PE=1 SV=1,human,dia,108390.2891,245355.0637,185304.3324,181580.3126,161953.0423,167134.411,244384.7345,158174.245,176066.5893,200483.7465,184981.7337,139351.9473,148572.4281,228207.0282,246568.5659,176529.353
>sp|O43242|PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2,human,dia,1772067.032,1768689.438,2154165.017,1829732.27,1866021.982,1986741.292,1956992.456,1891052.308,2159936.211,2287941.424,2062471.604,2054242.766,2249834.544,2050084.872,2053233.588,2201452.477
>sp|O43252|PAPS1_HUMAN Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens GN=PAPSS1 PE=1 SV=2,human,dia,1197894.27,1090771.172,1099385.338,1153277.967,1076211.22,1116795.224,1139646.59,1062191.329,1034505.833,936240.3578,1077702.238,1145350.876,931875.3414,975445.5732,1068904.764,1198536.91
>sp|O43264|ZW10_HUMAN Centromere/kinetochore protein zw10 homolog OS=Homo sapiens GN=ZW10 PE=1 SV=3,human,dia,163403.5821,128767.5956,162302.2404,117720.1371,176492.7621,130265.0511,144505.2331,179741.0514,209521.0906,213514.1771,195368.9266,166689.8222,175930.7425,128549.065,172930.7839,137764.9766
>sp|O43278|SPIT1_HUMAN Kunitz-type protease inhibitor 1 OS=Homo sapiens GN=SPINT1 PE=1 SV=2,human,dia,92500.28906,116015.6291,92212.8773,127048.8274,114261.8536,126391.9837,116428.9414,101295.943,94703.66876,98012.60946,97136.59114,90378.49496,53764.71659,107332.5162,98583.90151,53904.04269
">sp|O43286|B4GT5_HUMAN Beta-1,4-galactosyltransferase 5 OS=Homo sapiens GN=B4GALT5 PE=2 SV=1",human,dia,14922.87305,33510.88073,21365.57359,18720.34942,30480.18945,17662.59005,39925.97392,24391.66436,16586.4822,32283.42761,23690.89313,22423.98767,55254.91656,42791.48249,26628.16833,20297.08284
>sp|O43290|SNUT1_HUMAN U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens GN=SART1 PE=1 SV=1,human,dia,337930.8028,466052.0541,424695.6504,408878.9991,464311.1986,416921.7445,473586.8793,486875.3849,412268.851,490357.0912,412661.8144,489649.1395,431856.7449,419486.7463,398649.7381,388529.5012
>sp|O43291|SPIT2_HUMAN Kunitz-type protease inhibitor 2 OS=Homo sapiens GN=SPINT2 PE=1 SV=2,human,dia,32249.64453,35704.83888,21018.53493,29298.46656,36475.01622,35462.83242,23373.28198,25200.74637,12992.76477,34449.15608,35421.20213,22678.1489,58569.70962,50845.64282,25215.84824,25284.28076
>sp|O43306|ADCY6_HUMAN Adenylate cyclase type 6 OS=Homo sapiens GN=ADCY6 PE=1 SV=2,human,dia,3399189.5,4766871.135,3241819.387,4611531.729,3388471.721,4971940.49,5981494.509,3768253.982,2691257.775,1248894.012,3673205.246,4178192.024,4233839.32,1370053.021,3842545.76,3742042.343
>sp|O43324|MCA3_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens GN=EEF1E1 PE=1 SV=1,human,dia,172878.125,171602.5092,149048.8763,177739.9735,159907.1314,146790.2846,120884.0138,111606.753,163121.8096,157654.8427,150208.1537,107037.1848,169000.6436,128997.7845,144213.5634,126481.1906
>sp|O43390|HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1,human,dia,6589244.875,7624875.907,7506640.92,7298237.734,8251397.078,6795878.521,7662527.029,6696313.545,8224232.4,8037964.837,7906109.743,7489628.037,8012668.948,8687714.369,7937264.835,8315498.592
>sp|O43395|PRPF3_HUMAN U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens GN=PRPF3 PE=1 SV=2,human,dia,601265.582,713835.7508,683867.3094,615814.6185,673803.8915,681774.1146,581836.8766,774039.7289,659838.8983,593473.9333,665381.2434,640964.5071,749646.5269,706436.8363,719786.046,763317.8468
>sp|O43396|TXNL1_HUMAN Thioredoxin-like protein 1 OS=Homo sapiens GN=TXNL1 PE=1 SV=3,human,dia,2141222.484,2163205.726,1787147.388,1794025.715,2091965.454,1946757.056,1879677.601,2072270.572,2190548.245,1851589.19,1529591.253,2163544.392,1759603.092,1886529.061,1947086.087,1476107.639
>sp|O43399|TPD54_HUMAN Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2,human,dia,3996527.724,3587854.447,3261775.383,3997565.442,4120411.697,3588876.176,3958343.437,4442300.02,3869284.892,3252496.98,3142302.983,4024723.532,3733536.118,3441859.923,4030449.478,3906824.648
>sp|O43447|PPIH_HUMAN Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens GN=PPIH PE=1 SV=1,human,dia,369492.3711,315174.8975,419973.8665,369973.7859,360386.396,295440.1533,319414.162,362661.3207,351572.2953,350819.2529,341944.7918,360433.8004,312422.1665,353919.5697,305595.0907,285079.5008
">sp|O43464|HTRA2_HUMAN Serine protease HTRA2, mitochondrial OS=Homo sapiens GN=HTRA2 PE=1 SV=2",human,dia,66359.45313,87519.01447,125755.4655,103032.6356,104730.174,97395.87862,72831.2872,142168.9267,127904.449,125032.3974,100190.0197,94227.84445,79540.27409,119865.7078,98846.36703,90689.88569
>sp|O43488|ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens GN=AKR7A2 PE=1 SV=3,human,dia,101684.6328,163027.0275,143378.1155,147480.4967,110973.1281,183683.6431,189997.6413,105939.0829,144985.5522,150441.4212,919527.671,168061.288,97541.99072,150786.6772,136467.1258,159948.2143
>sp|O43504|LTOR5_HUMAN Ragulator complex protein LAMTOR5 OS=Homo sapiens GN=LAMTOR5 PE=1 SV=1,human,dia,63162.15625,87940.63416,98375.23583,94703.50134,78733.34077,82082.17361,71457.67759,27374.3715,66811.31343,109515.4525,88233.52591,123099.9284,79714.02521,32100.11703,25008.47129,68712.24036
>sp|O43583|DENR_HUMAN Density-regulated protein OS=Homo sapiens GN=DENR PE=1 SV=2,human,dia,468652.8047,307593.4961,381219.7782,380064.0434,472721.8623,524937.7465,398198.0816,524560.6902,489447.6947,439622.5787,508845.898,389212.8874,535513.8092,432333.4688,421233.1182,463529.9635
>sp|O43592|XPOT_HUMAN Exportin-T OS=Homo sapiens GN=XPOT PE=1 SV=2,human,dia,1107114.766,1068111.273,1243019.034,1253585.591,1230364.103,1281666.517,1017097.602,1302883.305,1331538.011,1364581.162,1196929.537,1512831.63,1322520.19,1103931.303,1252682.279,1164589.258
>sp|O43598|DNPH1_HUMAN 2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens GN=DNPH1 PE=1 SV=1,human,dia,193992.4375,177778.9888,100522.595,235553.2833,151535.9439,234347.1311,105180.3223,185130.4688,157289.2186,131528.6741,156190.4469,96057.67955,126220.2496,139284.5643,219376.4361,87347.02803
>sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2,human,dia,461250.09,449284.0307,560273.658,535253.8604,489823.4449,436396.679,619786.9803,500493.9892,418564.939,693434.2724,382460.6275,498594.9786,465122.9391,589307.4299,635196.8739,497486.6594
>sp|O43617|TPPC3_HUMAN Trafficking protein particle complex subunit 3 OS=Homo sapiens GN=TRAPPC3 PE=1 SV=1,human,dia,207130.5781,110514.6899,169660.2166,171121.4316,134288.8344,162284.3737,152746.3289,176995.5825,163954.8816,188673.6204,172494.5488,123207.0102,158360.7993,205423.3703,192868.7982,193974.9372
>sp|O43670|ZN207_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1,human,dia,329671.3271,500570.7982,439671.0116,517719.3996,319950.0452,505850.4118,514257.9764,477657.0425,435732.9064,316594.3075,424635.4955,448484.294,380043.3326,424403.2412,505652.9085,424636.3356
>sp|O43676|NDUB3_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Homo sapiens GN=NDUFB3 PE=1 SV=3,human,dia,223433.5313,145154.4771,168666.1521,118353.0851,100578.7001,147593.9623,135690.6795,73471.34683,143527.7595,169107.1567,134869.0585,126760.2372,131367.4339,134035.6817,180724.5844,153207.5231
>sp|O43681|ASNA_HUMAN ATPase ASNA1 OS=Homo sapiens GN=ASNA1 PE=1 SV=2,human,dia,1119062.297,954291.9918,1026013.106,1167943.962,952712.813,1062263.338,1092563.773,1202669.478,973425.467,972316.31,1111536.734,1239054.363,1101483.438,1040565.277,1027667.185,976064.3049
>sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1,human,dia,861782.5548,1051737.556,983641.0668,939724.7955,1068942.554,868614.463,1049296.526,778419.772,1084967.099,1398660.425,1028464.438,1150653.38,1077538.305,1245925.178,1390888.052,1292911.889
>sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2,human,dia,15715636.43,14567820.39,13983732.07,15548138.78,15826043.87,14675956.72,14403295.29,14685290.63,14932445.74,14300168.84,14667448.76,15237796.26,14323477.1,14777285.45,14504026.93,14365688.62
>sp|O43708|MAAI_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens GN=GSTZ1 PE=1 SV=3,human,dia,318542.5938,419787.9049,494445.0766,450067.7808,438617.9163,298762.0507,298529.1063,418753.694,382716.6119,374559.0317,336411.7736,382778.8859,432806.3673,433350.6852,267511.8246,504095.9403
